AeroDyn airfoil file Created with QBlade v0.963 64bit on 05.02.2021 at 09:23:20 Compatible with AeroDyn v13.0.
Polar "T1_Re0.100_M0.00_N9.0" on Foil "NACA 64(2)-415" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
11.90          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.70          Angle of attack for zero Cn for linear Cn curve (deg)
5.35415        Cn slope for zero lift for linear Cn curve (1/rad)
-0.4724        Cn at stall value for positive angle of attack for linear Cn curve
-0.4919        Cn at stall value for negative angle of attack for linear Cn curve
-4.90          Angle of attack for minimum CD (deg)
0.0184         Minimum CD value
      1.10    0.2739    0.0208
      1.20    0.2831    0.0207
      1.30    0.2921    0.0207
      1.40    0.3025    0.0206
      1.50    0.3109    0.0206
      1.60    0.3200    0.0206
      1.70    0.3296    0.0205
      1.80    0.3381    0.0205
      1.90    0.3478    0.0204
      2.00    0.3561    0.0204
      2.10    0.3651    0.0203
      2.20    0.3739    0.0203
      2.30    0.3824    0.0203
      2.40    0.3913    0.0202
      2.50    0.3997    0.0202
      2.60    0.4085    0.0202
      2.70    0.4167    0.0201
      2.80    0.4253    0.0201
      2.90    0.4338    0.0200
      3.00    0.4425    0.0200
      3.10    0.4513    0.0200
      3.20    0.4605    0.0199
      3.30    0.4701    0.0199
      3.40    0.4801    0.0199
      3.50    0.4908    0.0198
      3.60    0.5030    0.0198
      3.70    0.5168    0.0198
      3.80    0.5317    0.0199
      3.90    0.5479    0.0199
      4.00    0.5651    0.0200
      4.10    0.5833    0.0201
      4.20    0.6025    0.0201
      4.30    0.6220    0.0202
      4.40    0.6415    0.0203
      4.50    0.6611    0.0204
      4.60    0.6709    0.0205
      4.70    0.6702    0.0205
      4.80    0.6740    0.0205
      4.90    0.6809    0.0206
      5.00    0.6895    0.0207
      5.10    0.6991    0.0208
      5.20    0.7093    0.0209
      5.30    0.7198    0.0210
      5.40    0.7305    0.0211
      5.50    0.7413    0.0212
      5.60    0.7520    0.0214
      5.70    0.7628    0.0215
      5.80    0.7734    0.0217
      5.90    0.7838    0.0218
      6.00    0.7941    0.0220
      6.10    0.8041    0.0222
      6.20    0.8139    0.0223
      6.30    0.8235    0.0225
      6.40    0.8331    0.0227
      6.50    0.8425    0.0229
      6.60    0.8517    0.0230
      6.70    0.8608    0.0232
      6.80    0.8698    0.0234
      6.90    0.8787    0.0237
      7.00    0.8874    0.0239
      7.10    0.8959    0.0241
      7.20    0.9043    0.0243
      7.30    0.9126    0.0245
      7.40    0.9208    0.0248
      7.50    0.9288    0.0250
      7.60    0.9367    0.0253
      7.70    0.9444    0.0256
      7.80    0.9520    0.0258
      7.90    0.9595    0.0261
      8.00    0.9668    0.0264
      8.10    0.9740    0.0267
      8.20    0.9810    0.0270
      8.30    0.9879    0.0273
      8.40    0.9945    0.0277
      8.50    1.0009    0.0281
      8.60    1.0071    0.0284
      8.70    1.0128    0.0289
      8.80    1.0181    0.0293
      8.90    1.0226    0.0298
      9.00    1.0261    0.0304
      9.10    1.0285    0.0311
      9.20    1.0298    0.0319
      9.30    1.0307    0.0328
      9.40    1.0320    0.0336
      9.50    1.0347    0.0344
      9.60    1.0408    0.0350
      9.70    1.0536    0.0355
      9.80    1.0614    0.0361
      9.90    1.0698    0.0366
     10.00    1.0794    0.0372
     10.10    1.0891    0.0377
     10.20    1.1015    0.0382
     10.30    1.1115    0.0388
     10.40    1.1286    0.0394
     10.50    1.1378    0.0400
     10.60    1.1498    0.0406
     10.70    1.1731    0.0414
     10.80    1.1802    0.0421
     10.90    1.1910    0.0429
     11.00    1.2063    0.0437
     11.10    1.2309    0.0447
     11.20    1.2360    0.0456
     11.30    1.2429    0.0466
     11.40    1.2511    0.0476
     11.50    1.2604    0.0486
     11.60    1.2716    0.0497
     11.70    1.2897    0.0508
     11.80    1.3051    0.0522
     11.90    1.3055    0.0533
     12.00    1.3051    0.0544
     12.10    1.3046    0.0556
     12.20    1.3038    0.0568
     12.30    1.3027    0.0580
     12.40    1.3012    0.0592
     12.50    1.2994    0.0605
     12.60    1.2973    0.0619
     12.70    1.2949    0.0633
     12.80    1.2918    0.0647
     12.90    1.2882    0.0661
     13.00    1.2842    0.0676
     13.10    1.2797    0.0691
     13.20    1.2748    0.0707
     13.30    1.2697    0.0723
     13.40    1.2643    0.0739
     13.50    1.2589    0.0755
     13.60    1.2534    0.0773
     13.70    1.2479    0.0790
     13.80    1.2426    0.0808
     13.90    1.2375    0.0826
     14.00    1.2328    0.0844
     14.10    1.2288    0.0863
     14.30    1.1415    0.0954
     14.40    1.1269    0.0986
     14.50    1.1138    0.1016
     14.60    1.1021    0.1047
     14.70    1.0918    0.1077
     14.80    1.0837    0.1105
     14.90    1.0784    0.1131
     15.00    1.0763    0.1154
     15.10    1.0776    0.1173
     15.30    0.9007    0.1707
     15.40    0.9009    0.1729
     15.50    0.9013    0.1751
     15.60    0.9018    0.1773
     15.70    0.9026    0.1793
     15.80    0.9035    0.1814
     15.90    0.9046    0.1834
     16.00    0.9058    0.1853
     16.10    0.9071    0.1872
     16.20    0.9086    0.1891
     16.30    0.9101    0.1910
     16.40    0.9117    0.1928
     16.50    0.9134    0.1946
     16.60    0.9152    0.1963
     16.70    0.9171    0.1980
     16.80    0.9190    0.1997
     16.90    0.9209    0.2014
     17.00    0.9229    0.2030
     17.10    0.9249    0.2046
     17.20    0.9271    0.2062
     17.30    0.9293    0.2078
     17.40    0.9316    0.2094
     17.50    0.9339    0.2109
     17.60    0.9363    0.2125
     17.70    0.9387    0.2140
     17.80    0.9412    0.2155
     17.90    0.9437    0.2170
     18.00    0.9500    0.2184
     18.10    0.9639    0.2205
     18.20    0.9539    0.2214
     18.30    0.9517    0.2226
     18.40    0.9546    0.2238
     18.50    0.9594    0.2249
     18.60    0.9662    0.2262
     18.70    0.9768    0.2281
     18.80    0.9743    0.2293
     18.90    0.9701    0.2303
     19.00    0.9720    0.2315
     19.10    0.9757    0.2327
     19.20    0.9805    0.2339
     19.30    0.9872    0.2352
     19.40    0.9985    0.2374
     19.50    0.9924    0.2381
     19.60    0.9907    0.2391
     19.70    0.9932    0.2403
     19.80    0.9970    0.2414
     19.90    1.0019    0.2426
     20.00    1.0084    0.2440
