AeroDyn airfoil file Created with QBlade v0.963 64bit on 05.02.2021 at 09:23:20 Compatible with AeroDyn v13.0.
Polar "T1_Re0.150_M0.00_N9.0" on Foil "NACA 64(2)-415" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
12.60          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.20          Angle of attack for zero Cn for linear Cn curve (deg)
5.87968        Cn slope for zero lift for linear Cn curve (1/rad)
-0.2772        Cn at stall value for positive angle of attack for linear Cn curve
-0.5034        Cn at stall value for negative angle of attack for linear Cn curve
-4.80          Angle of attack for minimum CD (deg)
0.0156         Minimum CD value
     11.40    1.2042    0.0419
     11.50    1.2154    0.0424
     11.60    1.2296    0.0430
     11.70    1.2457    0.0437
     11.80    1.2514    0.0445
     11.90    1.2588    0.0453
     12.00    1.2668    0.0462
     12.10    1.2746    0.0471
     12.20    1.2824    0.0480
     12.30    1.2904    0.0488
     12.40    1.2995    0.0497
     12.50    1.3144    0.0504
     12.60    1.3330    0.0516
     12.70    1.3325    0.0526
     12.80    1.3324    0.0537
     12.90    1.3323    0.0549
     13.00    1.3318    0.0561
     13.10    1.3313    0.0574
     13.20    1.3305    0.0587
     13.30    1.3292    0.0600
     13.40    1.3274    0.0614
     13.50    1.3251    0.0628
     13.60    1.3223    0.0643
     13.70    1.3191    0.0658
     13.80    1.3155    0.0673
     13.90    1.3114    0.0688
     14.00    1.3071    0.0704
     14.10    1.3025    0.0721
     14.20    1.2976    0.0737
     14.30    1.2927    0.0755
     14.40    1.2876    0.0772
     14.50    1.2826    0.0790
     14.60    1.2776    0.0808
     14.70    1.2728    0.0826
     14.80    1.2684    0.0844
     14.90    1.2644    0.0863
     15.10    0.9070    0.1675
     15.20    0.9158    0.1679
     15.30    0.9269    0.1681
     15.40    0.7288    0.1789
     15.50    0.7311    0.1799
     15.60    0.7388    0.1806
     15.70    0.7511    0.1811
     15.80    0.7164    0.1849
     15.90    0.7144    0.1861
     16.00    0.7162    0.1871
     16.10    0.7213    0.1880
     16.20    0.7302    0.1886
     16.30    0.7431    0.1892
     16.40    0.7139    0.1923
     16.50    0.7109    0.1937
     16.60    0.7123    0.1948
     16.70    0.7160    0.1957
     16.80    0.7222    0.1966
     16.90    0.7313    0.1976
     17.00    0.7301    0.1992
     17.10    0.7115    0.2013
     17.20    0.7109    0.2025
     17.30    0.7125    0.2036
     17.40    0.7159    0.2046
     17.50    0.7221    0.2055
     17.60    0.7342    0.2067
     17.70    0.7214    0.2085
     17.80    0.7136    0.2102
     17.90    0.7139    0.2114
     18.00    0.7160    0.2124
     18.10    0.7197    0.2134
     18.20    0.7256    0.2144
     18.30    0.7355    0.2157
     18.40    0.7245    0.2174
     18.50    0.7183    0.2191
     18.60    0.7185    0.2204
     18.70    0.7201    0.2215
     18.80    0.7228    0.2226
     18.90    0.7271    0.2236
     19.00    0.7345    0.2247
     19.10    0.7330    0.2263
     19.20    0.7248    0.2280
     19.30    0.7246    0.2294
     19.40    0.7260    0.2306
     19.50    0.7284    0.2317
     19.60    0.7316    0.2328
     19.70    0.7364    0.2339
     20.00    0.7321    0.2386
