AeroDyn airfoil file Created with QBlade v0.963 64bit on 05.02.2021 at 09:23:20 Compatible with AeroDyn v13.0.
Polar "T1_Re0.150_M0.00_N9.0" on Foil "NACA 64(2)-415" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
12.60          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.20          Angle of attack for zero Cn for linear Cn curve (deg)
5.87968        Cn slope for zero lift for linear Cn curve (1/rad)
-0.2772        Cn at stall value for positive angle of attack for linear Cn curve
-0.5034        Cn at stall value for negative angle of attack for linear Cn curve
-4.80          Angle of attack for minimum CD (deg)
0.0156         Minimum CD value
     -8.00   -0.5523    0.0304
     -7.90   -0.5431    0.0298
     -7.80   -0.5337    0.0292
     -7.70   -0.5243    0.0286
     -7.60   -0.5145    0.0280
     -7.50   -0.5041    0.0274
     -7.40   -0.4939    0.0270
     -7.30   -0.4838    0.0265
     -7.20   -0.4737    0.0261
     -7.10   -0.4636    0.0256
     -7.00   -0.4536    0.0252
     -6.90   -0.4435    0.0247
     -6.80   -0.4335    0.0243
     -6.70   -0.4235    0.0240
     -6.60   -0.4135    0.0236
     -6.50   -0.4037    0.0233
     -6.40   -0.3942    0.0229
     -6.30   -0.3847    0.0225
     -6.20   -0.3750    0.0222
     -6.10   -0.3658    0.0219
     -6.00   -0.3567    0.0215
     -5.90   -0.3473    0.0212
     -5.80   -0.3384    0.0209
     -5.70   -0.3295    0.0206
     -5.60   -0.3204    0.0203
     -5.50   -0.3117    0.0199
     -5.40   -0.3029    0.0196
     -5.30   -0.2940    0.0192
     -5.20   -0.2853    0.0189
     -5.10   -0.2767    0.0184
     -5.00   -0.2688    0.0178
     -4.90   -0.2632    0.0167
     -4.80   -0.2594    0.0156
     -4.70   -0.2497    0.0156
     -4.60   -0.2394    0.0156
     -4.50   -0.2289    0.0157
     -4.40   -0.2183    0.0158
     -4.30   -0.2080    0.0159
     -4.20   -0.1975    0.0161
     -4.10   -0.1871    0.0162
     -4.00   -0.1767    0.0163
     -3.90   -0.1663    0.0164
     -3.80   -0.1559    0.0165
     -3.70   -0.1455    0.0166
     -3.60   -0.1355    0.0167
     -3.50   -0.1256    0.0169
     -3.40   -0.1156    0.0170
     -3.30   -0.1055    0.0171
     -3.20   -0.0959    0.0172
     -3.10   -0.0864    0.0174
     -3.00   -0.0768    0.0175
     -2.90   -0.0673    0.0177
     -2.80   -0.0589    0.0179
     -2.70   -0.0498    0.0181
     -2.60   -0.0398    0.0182
     -2.50   -0.0310    0.0183
     -2.40   -0.0205    0.0183
     -2.30   -0.0100    0.0183
     -2.20    0.0000    0.0183
     -2.10    0.0108    0.0183
     -2.00    0.0224    0.0182
     -1.90    0.0325    0.0182
     -1.80    0.0428    0.0181
     -1.70    0.0538    0.0181
     -1.60    0.0654    0.0180
     -1.50    0.0755    0.0180
     -1.40    0.0858    0.0180
     -1.30    0.0968    0.0180
     -1.20    0.1082    0.0179
     -1.10    0.1183    0.0179
     -1.00    0.1286    0.0179
     -0.90    0.1398    0.0178
     -0.80    0.1512    0.0178
     -0.70    0.1613    0.0178
     -0.60    0.1718    0.0178
     -0.50    0.1828    0.0177
     -0.40    0.1945    0.0177
     -0.30    0.2045    0.0177
     -0.20    0.2148    0.0177
     -0.10    0.2258    0.0176
      0.00    0.2376    0.0176
      0.10    0.2474    0.0176
      0.20    0.2577    0.0176
      0.30    0.2685    0.0176
      0.40    0.2801    0.0175
      0.50    0.2899    0.0175
      0.60    0.3001    0.0175
      0.70    0.3111    0.0175
      0.80    0.3221    0.0175
      0.90    0.3318    0.0175
      1.00    0.3421    0.0175
      1.10    0.3535    0.0175
      1.20    0.3635    0.0175
      1.30    0.3733    0.0175
      1.40    0.3839    0.0175
      1.50    0.3947    0.0175
      1.60    0.4041    0.0175
      1.70    0.4143    0.0175
      1.80    0.4254    0.0175
      1.90    0.4345    0.0176
      2.00    0.4445    0.0176
      2.10    0.4556    0.0176
      2.20    0.4645    0.0176
      2.30    0.4742    0.0176
      2.40    0.4849    0.0176
      2.50    0.4937    0.0177
      2.60    0.5036    0.0177
      2.70    0.5135    0.0177
      2.80    0.5224    0.0177
      2.90    0.5329    0.0177
      3.00    0.5414    0.0178
      3.10    0.5506    0.0178
      3.20    0.5601    0.0178
      3.30    0.5686    0.0178
      3.40    0.5785    0.0179
      3.50    0.5863    0.0179
      3.60    0.5960    0.0179
      3.70    0.6037    0.0179
      3.80    0.6128    0.0179
      3.90    0.6204    0.0180
      4.00    0.6292    0.0180
      4.10    0.6364    0.0180
      4.20    0.6450    0.0180
      4.30    0.6516    0.0180
      4.40    0.6594    0.0181
      4.50    0.6666    0.0181
      4.60    0.6734    0.0181
      4.70    0.6807    0.0181
      4.80    0.6880    0.0181
      4.90    0.6949    0.0181
      5.00    0.7019    0.0181
      5.10    0.7094    0.0181
      5.20    0.7180    0.0181
      5.30    0.7289    0.0181
      5.40    0.7423    0.0182
      5.50    0.7579    0.0182
      5.70    0.7849    0.0184
      5.80    0.7966    0.0185
      5.90    0.8083    0.0187
      6.00    0.8200    0.0188
      6.10    0.8316    0.0189
      6.20    0.8430    0.0191
      6.30    0.8543    0.0192
      6.40    0.8654    0.0194
      6.50    0.8762    0.0195
      6.60    0.8867    0.0197
      6.70    0.8969    0.0198
      6.80    0.9070    0.0200
      6.90    0.9168    0.0202
      7.00    0.9265    0.0203
      7.10    0.9360    0.0205
      7.20    0.9453    0.0207
      7.30    0.9544    0.0209
      7.40    0.9634    0.0211
      7.50    0.9722    0.0213
      7.60    0.9807    0.0215
      7.70    0.9892    0.0217
      7.80    0.9974    0.0219
      7.90    1.0054    0.0222
      8.00    1.0132    0.0224
      8.10    1.0208    0.0227
      8.20    1.0280    0.0230
      8.30    1.0348    0.0233
      8.40    1.0408    0.0236
      8.50    1.0455    0.0241
      8.60    1.0477    0.0247
      8.70    1.0473    0.0255
      8.80    1.0457    0.0265
      8.90    1.0470    0.0272
      9.00    1.0478    0.0280
      9.10    1.0507    0.0286
      9.20    1.0520    0.0294
      9.30    1.0558    0.0300
      9.40    1.0585    0.0307
      9.50    1.0621    0.0314
      9.60    1.0661    0.0320
      9.70    1.0694    0.0327
      9.80    1.0746    0.0333
      9.90    1.0795    0.0338
     10.00    1.0845    0.0345
     10.10    1.0904    0.0350
     10.20    1.0964    0.0356
     10.30    1.1031    0.0361
     10.40    1.1104    0.0366
     10.50    1.1173    0.0372
     10.60    1.1249    0.0377
     10.70    1.1354    0.0381
     10.80    1.1434    0.0386
     10.90    1.1518    0.0392
     11.00    1.1612    0.0397
     11.10    1.1736    0.0401
     11.20    1.1859    0.0407
     11.30    1.1945    0.0413
