AeroDyn airfoil file Created with QBlade v0.963 64bit on 16.02.2021 at 08:50:33 Compatible with AeroDyn v13.0.
Polar "T1_Re0.100_M0.00_N9.0" on Foil "S1223 RTL" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
11.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
0.00           Angle of attack for zero Cn for linear Cn curve (deg)
10.02876       Cn slope for zero lift for linear Cn curve (1/rad)
0.1831         Cn at stall value for positive angle of attack for linear Cn curve
0.1748         Cn at stall value for negative angle of attack for linear Cn curve
-0.40          Angle of attack for minimum CD (deg)
0.0252         Minimum CD value
      5.10    1.4672    0.0320
      5.20    1.4760    0.0323
      5.30    1.4847    0.0325
      5.40    1.4932    0.0328
      5.50    1.5016    0.0330
      5.60    1.5099    0.0333
      5.70    1.5180    0.0335
      5.90    1.5340    0.0341
      6.00    1.5418    0.0343
      6.10    1.5496    0.0346
      6.20    1.5572    0.0349
      6.30    1.5648    0.0352
      6.40    1.5723    0.0354
      6.50    1.5798    0.0357
      6.60    1.5871    0.0360
      6.70    1.5944    0.0363
      6.80    1.6016    0.0366
      6.90    1.6086    0.0370
      7.00    1.6155    0.0373
      7.10    1.6223    0.0376
      7.20    1.6290    0.0379
      7.30    1.6356    0.0383
      7.40    1.6421    0.0386
      7.50    1.6486    0.0390
      7.60    1.6549    0.0393
      7.70    1.6611    0.0397
      7.80    1.6672    0.0401
      7.90    1.6731    0.0405
      8.00    1.6790    0.0409
      8.10    1.6847    0.0413
      8.20    1.6904    0.0417
      8.30    1.6959    0.0421
      8.40    1.7014    0.0426
      8.50    1.7067    0.0430
      8.60    1.7118    0.0435
      8.70    1.7168    0.0439
      8.80    1.7217    0.0444
      8.90    1.7264    0.0449
      9.00    1.7310    0.0454
      9.10    1.7355    0.0459
      9.20    1.7398    0.0465
      9.30    1.7439    0.0470
      9.40    1.7478    0.0476
      9.50    1.7516    0.0482
      9.60    1.7552    0.0488
      9.70    1.7587    0.0495
      9.80    1.7619    0.0501
      9.90    1.7649    0.0508
     10.00    1.7677    0.0515
     10.10    1.7704    0.0522
     10.20    1.7729    0.0530
     10.30    1.7751    0.0538
     10.40    1.7770    0.0546
     10.50    1.7786    0.0555
     10.60    1.7801    0.0563
     10.70    1.7814    0.0573
     10.80    1.7821    0.0582
     10.90    1.7824    0.0593
     11.00    1.7826    0.0604
     11.10    1.7825    0.0615
     11.20    1.7817    0.0627
     11.30    1.7806    0.0640
     11.40    1.7792    0.0653
     11.50    1.7770    0.0668
     11.60    1.7742    0.0684
     11.70    1.7709    0.0701
     11.80    1.7664    0.0720
     11.90    1.7612    0.0740
     12.00    1.7542    0.0764
     12.10    1.7457    0.0790
     12.20    1.7346    0.0822
     12.30    1.7198    0.0862
     12.40    1.6993    0.0915
     12.50    1.6745    0.0979
     12.60    1.6516    0.1043
     12.70    1.6329    0.1097
     12.80    1.6175    0.1145
     12.90    1.6048    0.1187
     13.00    1.5942    0.1225
     13.10    1.5855    0.1259
     13.20    1.5776    0.1291
     13.30    1.5709    0.1321
     13.40    1.5653    0.1349
     13.50    1.5604    0.1375
     13.60    1.5560    0.1401
     13.70    1.5517    0.1426
     13.80    1.5480    0.1450
     13.90    1.5448    0.1474
     14.00    1.5420    0.1496
     14.10    1.5397    0.1518
     14.20    1.5377    0.1539
     14.30    1.5356    0.1561
     14.40    1.5337    0.1582
     14.50    1.5322    0.1602
     14.60    1.5309    0.1622
     14.70    1.5299    0.1642
     14.80    1.5291    0.1661
     14.90    1.5284    0.1680
     15.00    1.5277    0.1699
     15.10    1.5270    0.1718
     15.20    1.5262    0.1737
     15.30    1.5256    0.1756
     15.40    1.5250    0.1775
     15.50    1.5247    0.1793
     15.60    1.5245    0.1811
     15.70    1.5244    0.1829
     15.80    1.5242    0.1847
     15.90    1.5239    0.1865
     16.00    1.5235    0.1884
     16.10    1.5231    0.1903
     16.20    1.5229    0.1921
     16.30    1.5230    0.1938
     16.40    1.5231    0.1956
     16.50    1.5232    0.1973
     16.60    1.5234    0.1990
     16.70    1.5235    0.2008
     16.80    1.5234    0.2026
     16.90    1.5232    0.2044
     17.00    1.5232    0.2062
     17.10    1.5235    0.2079
     17.20    1.5238    0.2096
     17.30    1.5241    0.2113
     17.40    1.5245    0.2130
     17.50    1.5248    0.2147
     17.60    1.5253    0.2163
     17.70    1.5258    0.2180
     17.80    1.5265    0.2196
     17.90    1.5274    0.2211
     18.00    1.5284    0.2226
     18.10    1.5294    0.2241
     18.20    1.5306    0.2256
     18.30    1.5318    0.2270
     18.40    1.5332    0.2284
     18.50    1.5346    0.2298
     18.60    1.5362    0.2311
     18.70    1.5378    0.2324
     18.80    1.5395    0.2336
     18.90    1.5413    0.2349
     19.00    1.5432    0.2361
     19.10    1.5451    0.2372
     19.20    1.5471    0.2384
     19.30    1.5491    0.2395
     19.40    1.5513    0.2406
     19.50    1.5534    0.2417
     19.60    1.5556    0.2428
     19.70    1.5579    0.2438
     19.80    1.5602    0.2449
     19.90    1.5625    0.2459
     20.00    1.5648    0.2469
