AeroDyn airfoil file Created with QBlade v0.963 64bit on 05.02.2021 at 09:23:20 Compatible with AeroDyn v13.0.
Polar "T1_Re0.130_M0.00_N9.0" on Foil "NACA 64(2)-415" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.05          Angle of attack for zero Cn for linear Cn curve (deg)
5.73511        Cn slope for zero lift for linear Cn curve (1/rad)
-0.2799        Cn at stall value for positive angle of attack for linear Cn curve
-0.5157        Cn at stall value for negative angle of attack for linear Cn curve
-4.80          Angle of attack for minimum CD (deg)
0.0165         Minimum CD value
     -8.00   -0.5536    0.0324
     -7.90   -0.5446    0.0316
     -7.80   -0.5355    0.0309
     -7.70   -0.5265    0.0303
     -7.60   -0.5163    0.0296
     -7.50   -0.5059    0.0290
     -7.40   -0.4958    0.0285
     -7.30   -0.4857    0.0280
     -7.20   -0.4757    0.0275
     -7.10   -0.4657    0.0270
     -7.00   -0.4556    0.0265
     -6.90   -0.4453    0.0260
     -6.80   -0.4351    0.0256
     -6.70   -0.4250    0.0252
     -6.60   -0.4149    0.0248
     -6.50   -0.4050    0.0244
     -6.40   -0.3953    0.0240
     -6.30   -0.3855    0.0236
     -6.20   -0.3756    0.0233
     -6.10   -0.3665    0.0229
     -6.00   -0.3572    0.0225
     -5.90   -0.3477    0.0222
     -5.80   -0.3391    0.0218
     -5.70   -0.3298    0.0215
     -5.60   -0.3214    0.0211
     -5.50   -0.3125    0.0208
     -5.40   -0.3040    0.0204
     -5.30   -0.2956    0.0200
     -5.20   -0.2871    0.0196
     -5.10   -0.2793    0.0191
     -5.00   -0.2726    0.0183
     -4.90   -0.2702    0.0167
     -4.80   -0.2637    0.0165
     -4.70   -0.2537    0.0166
     -4.60   -0.2436    0.0167
     -4.50   -0.2335    0.0169
     -4.40   -0.2231    0.0170
     -4.30   -0.2131    0.0172
     -4.20   -0.2030    0.0173
     -4.10   -0.1930    0.0175
     -4.00   -0.1829    0.0176
     -3.90   -0.1730    0.0178
     -3.80   -0.1630    0.0179
     -3.70   -0.1534    0.0181
     -3.60   -0.1441    0.0183
     -3.50   -0.1346    0.0184
     -3.40   -0.1250    0.0186
     -3.30   -0.1154    0.0187
     -3.20   -0.1069    0.0190
     -3.10   -0.0981    0.0192
     -3.00   -0.0892    0.0194
     -2.90   -0.0806    0.0196
     -2.80   -0.0727    0.0198
     -2.70   -0.0635    0.0199
     -2.60   -0.0549    0.0200
     -2.50   -0.0449    0.0200
     -2.40   -0.0356    0.0201
     -2.30   -0.0249    0.0200
     -2.20   -0.0146    0.0199
     -2.10   -0.0048    0.0199
     -2.00    0.0057    0.0199
     -1.90    0.0173    0.0198
     -1.80    0.0269    0.0197
     -1.70    0.0370    0.0197
     -1.60    0.0480    0.0196
     -1.50    0.0591    0.0195
     -1.40    0.0688    0.0195
     -1.30    0.0790    0.0195
     -1.20    0.0904    0.0194
     -1.10    0.1008    0.0194
     -1.00    0.1106    0.0193
     -0.90    0.1210    0.0193
     -0.80    0.1329    0.0192
     -0.70    0.1427    0.0192
     -0.60    0.1527    0.0191
     -0.50    0.1633    0.0191
     -0.40    0.1754    0.0190
     -0.30    0.1850    0.0190
     -0.20    0.1949    0.0190
     -0.10    0.2055    0.0189
      0.00    0.2176    0.0189
      0.10    0.2270    0.0189
      0.20    0.2369    0.0188
      0.30    0.2477    0.0188
      0.40    0.2591    0.0188
      0.50    0.2686    0.0187
      0.60    0.2786    0.0187
      0.70    0.2897    0.0187
      0.80    0.3001    0.0187
      0.90    0.3096    0.0187
      1.00    0.3199    0.0187
      1.10    0.3312    0.0186
      1.20    0.3403    0.0186
      1.30    0.3502    0.0186
      1.40    0.3617    0.0186
      1.50    0.3706    0.0186
      1.60    0.3801    0.0186
      1.70    0.3913    0.0186
      1.80    0.4002    0.0186
      1.90    0.4096    0.0186
      2.00    0.4209    0.0186
      2.10    0.4292    0.0186
      2.20    0.4386    0.0186
      2.30    0.4490    0.0186
