AeroDyn airfoil file Created with QBlade v0.963 64bit on 05.02.2021 at 09:23:20 Compatible with AeroDyn v13.0.
Polar "T1_Re0.130_M0.00_N9.0" on Foil "NACA 64(2)-415" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.05          Angle of attack for zero Cn for linear Cn curve (deg)
5.73511        Cn slope for zero lift for linear Cn curve (1/rad)
-0.2799        Cn at stall value for positive angle of attack for linear Cn curve
-0.5157        Cn at stall value for negative angle of attack for linear Cn curve
-4.80          Angle of attack for minimum CD (deg)
0.0165         Minimum CD value
      2.40    0.4574    0.0186
      2.50    0.4673    0.0186
      2.60    0.4762    0.0186
      2.70    0.4851    0.0186
      2.80    0.4949    0.0186
      2.90    0.5029    0.0186
      3.00    0.5129    0.0186
      3.10    0.5205    0.0186
      3.20    0.5297    0.0186
      3.30    0.5375    0.0186
      3.40    0.5462    0.0186
      3.50    0.5540    0.0186
      3.60    0.5624    0.0186
      3.70    0.5696    0.0186
      3.80    0.5781    0.0186
      3.90    0.5848    0.0186
      4.00    0.5925    0.0186
      4.10    0.6004    0.0186
      4.20    0.6075    0.0186
      4.30    0.6150    0.0186
      4.40    0.6226    0.0186
      4.50    0.6306    0.0186
      4.60    0.6394    0.0185
      4.70    0.6496    0.0185
      4.80    0.6616    0.0186
      4.90    0.6758    0.0186
      5.00    0.6918    0.0187
      5.10    0.7089    0.0188
      5.20    0.7254    0.0189
      5.30    0.7360    0.0189
      5.40    0.7464    0.0190
      5.50    0.7573    0.0191
      5.60    0.7686    0.0193
      5.70    0.7799    0.0194
      5.80    0.7913    0.0195
      5.90    0.8027    0.0196
      6.00    0.8140    0.0198
      6.10    0.8251    0.0199
      6.20    0.8361    0.0201
      6.30    0.8469    0.0202
      6.40    0.8574    0.0204
      6.50    0.8677    0.0205
      6.60    0.8777    0.0207
      6.70    0.8875    0.0209
      6.80    0.8971    0.0210
      6.90    0.9066    0.0212
      7.00    0.9159    0.0214
      7.10    0.9251    0.0216
      7.20    0.9341    0.0218
      7.30    0.9429    0.0220
      7.40    0.9516    0.0222
      7.50    0.9601    0.0224
      7.60    0.9684    0.0226
      7.70    0.9766    0.0228
      7.80    0.9847    0.0231
      7.90    0.9925    0.0233
      8.00    1.0002    0.0236
      8.10    1.0076    0.0239
      8.20    1.0149    0.0241
      8.30    1.0218    0.0244
      8.40    1.0283    0.0248
      8.50    1.0342    0.0252
      8.60    1.0391    0.0256
      8.70    1.0424    0.0262
      8.80    1.0435    0.0269
      8.90    1.0432    0.0278
      9.00    1.0424    0.0287
      9.10    1.0423    0.0296
      9.20    1.0447    0.0303
      9.30    1.0470    0.0310
      9.40    1.0505    0.0317
      9.50    1.0540    0.0324
      9.60    1.0582    0.0330
      9.70    1.0631    0.0336
      9.80    1.0680    0.0343
      9.90    1.0740    0.0348
     10.00    1.0801    0.0354
     10.10    1.0877    0.0359
     10.20    1.0945    0.0365
     10.30    1.1021    0.0370
     10.40    1.1129    0.0375
     10.50    1.1205    0.0380
     10.60    1.1294    0.0385
     10.70    1.1411    0.0390
     10.80    1.1522    0.0396
     10.90    1.1617    0.0402
     11.00    1.1731    0.0407
     11.10    1.1894    0.0412
     11.20    1.2012    0.0419
     11.30    1.2105    0.0427
     11.40    1.2212    0.0434
     11.50    1.2330    0.0441
     11.60    1.2500    0.0448
     11.70    1.2669    0.0457
     11.80    1.2706    0.0466
     11.90    1.2754    0.0476
     12.00    1.2811    0.0486
     12.10    1.2872    0.0497
     12.20    1.2927    0.0507
     12.30    1.2976    0.0518
     12.40    1.3019    0.0529
     12.50    1.3056    0.0540
     12.60    1.3090    0.0551
     12.70    1.3123    0.0563
     12.80    1.3159    0.0574
     12.90    1.3208    0.0585
     13.00    1.3486    0.0598
     13.10    1.3456    0.0610
     13.20    1.3430    0.0623
     13.30    1.3407    0.0637
     13.40    1.3392    0.0651
     13.50    1.3237    0.0665
     13.60    1.3031    0.0683
     13.70    1.2894    0.0703
     13.80    1.2764    0.0724
     13.90    1.2638    0.0745
     14.00    1.2522    0.0767
     14.10    1.2414    0.0789
     14.20    1.2311    0.0812
     14.30    1.2211    0.0834
     14.40    1.2115    0.0857
     14.50    1.2022    0.0881
     14.60    1.1932    0.0904
     14.70    1.1847    0.0927
     14.80    1.1768    0.0951
     14.90    1.1696    0.0974
     15.00    1.1634    0.0997
     15.10    1.1585    0.1019
     15.20    1.1555    0.1040
     15.30    1.1552    0.1059
     15.50    0.9660    0.1500
     15.60    0.9736    0.1499
     16.00    0.7153    0.1872
     16.10    0.7138    0.1887
     16.20    0.7124    0.1901
     16.30    0.7112    0.1915
     16.40    0.7102    0.1930
     16.50    0.7106    0.1943
     16.60    0.7210    0.1954
     16.80    0.9356    0.1980
     16.90    0.9365    0.2000
     17.00    0.9240    0.2027
     17.10    0.9265    0.2040
     17.20    0.9312    0.2051
     17.30    0.9384    0.2061
     17.40    0.9486    0.2071
     17.50    0.9525    0.2087
     17.60    0.9394    0.2111
     17.70    0.9413    0.2125
     17.80    0.9453    0.2137
     17.90    0.9507    0.2148
     18.00    0.9580    0.2159
     18.10    0.9682    0.2171
     18.20    0.9642    0.2190
     18.30    0.9579    0.2208
     18.40    0.9602    0.2221
     18.50    0.9640    0.2232
     18.60    0.9691    0.2243
     18.70    0.9762    0.2254
     18.80    0.9876    0.2269
     18.90    0.9802    0.2285
     19.00    0.9776    0.2300
     19.10    0.9802    0.2313
     19.20    0.9840    0.2324
     19.30    0.9886    0.2335
     19.40    0.9943    0.2347
     19.50    1.0024    0.2360
     19.60    1.0055    0.2376
     19.70    0.9990    0.2390
     19.80    1.0008    0.2404
     19.90    1.0040    0.2415
     20.00    1.0080    0.2426
