AeroDyn airfoil file Created with QBlade v0.963 64bit on 02.02.2021 at 20:14:57 Compatible with AeroDyn v13.0.
Polar "T1_Re0.040_M0.00_N9.0" on Foil "USNPS4" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
12.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-5.83          Angle of attack for zero Cn for linear Cn curve (deg)
4.10023        Cn slope for zero lift for linear Cn curve (1/rad)
0.2377         Cn at stall value for positive angle of attack for linear Cn curve
-0.1881        Cn at stall value for negative angle of attack for linear Cn curve
0.50           Angle of attack for minimum CD (deg)
0.0273         Minimum CD value
     -8.00   -0.1747    0.1062
     -7.50   -0.1764    0.1016
     -7.00   -0.1513    0.0947
     -6.00   -0.1119    0.0835
     -5.50    0.2229    0.0562
     -5.00    0.2432    0.0525
     -4.00    0.1139    0.0556
     -3.00    0.0369    0.0466
     -2.50    0.1136    0.0412
     -2.00    0.1744    0.0376
     -1.50    0.2323    0.0349
     -1.00    0.2890    0.0328
     -0.50    0.3446    0.0311
      0.00    0.3957    0.0292
      0.50    0.4448    0.0273
      1.00    0.4915    0.0278
      1.50    0.5367    0.0284
      2.00    0.5813    0.0291
      2.50    0.6253    0.0298
      3.00    0.6688    0.0306
      3.50    0.7115    0.0315
      4.00    0.7533    0.0325
      4.50    0.7943    0.0335
      5.00    0.8341    0.0346
      5.50    0.8727    0.0359
      6.00    0.9100    0.0372
      6.50    0.9458    0.0387
      7.00    0.9801    0.0403
      7.50    1.0126    0.0421
      8.00    1.0431    0.0441
      8.50    1.0715    0.0464
      9.00    1.0976    0.0489
      9.50    1.1212    0.0517
     10.00    1.1418    0.0549
     10.50    1.1593    0.0586
     11.00    1.1731    0.0628
     11.50    1.1827    0.0677
     12.00    1.1872    0.0736
     12.50    1.1855    0.0807
     13.00    1.1754    0.0895
     13.50    1.1528    0.1011
     14.00    1.1141    0.1167
     14.50    1.0818    0.1316
     15.00    1.0708    0.1421
     15.50    1.0703    0.1506
     16.00    1.0751    0.1581
     16.50    1.0831    0.1648
     17.00    1.0929    0.1713
     17.50    1.1038    0.1776
     18.00    1.1152    0.1840
     18.50    1.1265    0.1905
     19.00    1.1373    0.1976
     19.50    1.1470    0.2055
     20.00    1.1540    0.2154
