AeroDyn airfoil file Created with QBlade v0.963 64bit on 02.02.2021 at 20:14:57 Compatible with AeroDyn v13.0.
Polar "T1_Re0.060_M0.00_N9.0" on Foil "USNPS4" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-4.40          Angle of attack for zero Cn for linear Cn curve (deg)
5.15098        Cn slope for zero lift for linear Cn curve (1/rad)
0.3123         Cn at stall value for positive angle of attack for linear Cn curve
-0.1575        Cn at stall value for negative angle of attack for linear Cn curve
0.50           Angle of attack for minimum CD (deg)
0.0232         Minimum CD value
     -8.00   -0.1551    0.0997
     -7.50   -0.1640    0.0957
     -7.00   -0.1569    0.0898
     -6.50   -0.1490    0.0838
     -6.00   -0.1294    0.0776
     -5.50   -0.1148    0.0719
     -5.00   -0.0979    0.0666
     -4.50   -0.0815    0.0617
     -4.00    0.3160    0.0416
     -2.50    0.1642    0.0367
     -2.00    0.2262    0.0333
     -1.50    0.2823    0.0307
     -1.00    0.3364    0.0286
     -0.50    0.3895    0.0270
      0.00    0.4420    0.0257
      0.50    0.4935    0.0232
      1.00    0.5420    0.0237
      1.50    0.5898    0.0242
      2.00    0.6369    0.0247
      2.50    0.6828    0.0253
      3.00    0.7277    0.0259
      3.50    0.7720    0.0266
      4.00    0.8156    0.0273
      5.00    0.9002    0.0290
      5.50    0.9409    0.0300
      6.00    0.9804    0.0310
      6.50    1.0185    0.0321
      7.00    1.0550    0.0334
      7.50    1.0899    0.0347
      8.00    1.1229    0.0362
      8.50    1.1540    0.0379
      9.00    1.1828    0.0398
      9.50    1.2094    0.0419
     10.00    1.2333    0.0443
     10.50    1.2545    0.0470
     11.00    1.2726    0.0502
     11.50    1.2875    0.0538
     12.00    1.2987    0.0579
     12.50    1.3059    0.0628
     13.00    1.3089    0.0685
     13.50    1.3068    0.0752
     14.00    1.2989    0.0832
     14.50    1.2839    0.0927
     15.00    1.2598    0.1043
     15.50    1.2238    0.1188
     16.00    1.1832    0.1351
     16.50    1.1614    0.1479
     17.00    1.1552    0.1577
     17.50    1.1572    0.1656
     18.00    1.1623    0.1731
     18.50    1.1683    0.1805
     19.00    1.1737    0.1885
     19.50    1.1765    0.1980
     20.00    1.1703    0.2125
