AeroDyn airfoil file Created with QBlade v0.963 64bit on 02.02.2021 at 20:14:57 Compatible with AeroDyn v13.0.
Polar "T1_Re0.030_M0.00_N9.0" on Foil "USNPS4" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
20.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-6.99          Angle of attack for zero Cn for linear Cn curve (deg)
4.35634        Cn slope for zero lift for linear Cn curve (1/rad)
0.1957         Cn at stall value for positive angle of attack for linear Cn curve
-0.1574        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0298         Minimum CD value
     -8.00   -0.1439    0.1067
     -7.50   -0.1063    0.0993
     -7.00   -0.0024    0.0863
     -6.50    0.1632    0.0675
     -6.00    0.1829    0.0633
     -5.50    0.2024    0.0594
     -5.00    0.1480    0.0613
     -4.50    0.0256    0.0656
     -3.50   -0.1072    0.0595
     -3.00    0.0049    0.0499
     -2.50    0.0767    0.0447
     -2.00    0.1380    0.0409
     -1.50    0.1988    0.0381
     -1.00    0.2594    0.0360
     -0.50    0.3145    0.0340
      0.00    0.3599    0.0298
      0.50    0.4134    0.0305
      1.00    0.4590    0.0311
      1.50    0.5035    0.0318
      2.00    0.5476    0.0325
      2.50    0.5911    0.0334
      3.00    0.6339    0.0343
      3.50    0.6758    0.0353
      4.00    0.7169    0.0364
      4.50    0.7568    0.0376
      5.00    0.7956    0.0389
      5.50    0.8331    0.0404
      6.00    0.8690    0.0419
      6.50    0.9033    0.0437
      7.00    0.9359    0.0456
      7.50    0.9666    0.0477
      8.00    0.9951    0.0501
      8.50    1.0213    0.0527
      9.00    1.0449    0.0557
      9.50    1.0653    0.0592
     10.00    1.0822    0.0632
     10.50    1.0948    0.0678
     11.00    1.1020    0.0734
     11.50    1.1021    0.0804
     12.00    1.0925    0.0894
     12.50    1.0686    0.1017
     13.00    1.0327    0.1169
     13.50    1.0141    0.1288
     14.00    1.0087    0.1381
     14.50    1.0108    0.1460
     15.00    1.0175    0.1531
     15.50    1.0268    0.1597
     16.00    1.0382    0.1658
     16.50    1.0506    0.1718
     17.00    1.0638    0.1776
     17.50    1.0774    0.1835
     18.00    1.0911    0.1894
     18.50    1.1046    0.1956
     19.00    1.1178    0.2021
     19.50    1.1302    0.2094
     20.00    1.1414    0.2179
