AeroDyn airfoil file Created with QBlade v0.963 64bit on 02.02.2021 at 20:14:57 Compatible with AeroDyn v13.0.
Polar "T1_Re0.010_M0.00_N9.0" on Foil "USNPS4" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
20.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-5.67          Angle of attack for zero Cn for linear Cn curve (deg)
-3.14040       Cn slope for zero lift for linear Cn curve (1/rad)
0.5972         Cn at stall value for positive angle of attack for linear Cn curve
-0.2305        Cn at stall value for negative angle of attack for linear Cn curve
-0.50          Angle of attack for minimum CD (deg)
0.0445         Minimum CD value
     -8.00    0.0408    0.0952
     -7.50    0.0320    0.0934
     -7.00   -0.0361    0.0969
     -6.50   -0.0768    0.0965
     -6.00   -0.1077    0.0945
     -5.50   -0.1409    0.0922
     -5.00   -0.1739    0.0893
     -4.50   -0.2015    0.0856
     -4.00   -0.2207    0.0811
     -3.50   -0.2262    0.0760
     -3.00   -0.2046    0.0699
     -2.50   -0.1582    0.0637
     -2.00   -0.0972    0.0580
     -1.50   -0.0321    0.0531
     -1.00    0.0267    0.0487
     -0.50    0.1810    0.0445
      0.00    0.2508    0.0455
      0.50    0.2968    0.0464
      1.00    0.3395    0.0474
      1.50    0.3806    0.0485
      2.00    0.4204    0.0498
      2.50    0.4587    0.0513
      3.00    0.4955    0.0529
      3.50    0.5306    0.0548
      4.00    0.5637    0.0570
      4.50    0.5944    0.0594
      5.00    0.6223    0.0623
      5.50    0.6467    0.0657
      6.00    0.6665    0.0698
      6.50    0.6799    0.0751
      7.00    0.6887    0.0814
      7.50    0.6952    0.0880
      8.00    0.7010    0.0946
      8.50    0.7075    0.1010
      9.00    0.7156    0.1072
      9.50    0.7257    0.1132
     10.00    0.7381    0.1191
     10.50    0.7525    0.1248
     11.00    0.7682    0.1304
     11.50    0.7849    0.1359
     12.00    0.8023    0.1413
     12.50    0.8201    0.1466
     13.00    0.8382    0.1518
     13.50    0.8566    0.1570
     14.00    0.8752    0.1621
     14.50    0.8938    0.1671
     15.00    0.9126    0.1721
     15.50    0.9314    0.1771
     16.00    0.9502    0.1821
     16.50    0.9690    0.1871
     17.00    0.9876    0.1921
     17.50    1.0061    0.1971
     18.00    1.0244    0.2023
     18.50    1.0425    0.2076
     19.00    1.0603    0.2132
     19.50    1.0778    0.2191
     20.00    1.0949    0.2254
