AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.02.2021 at 08:58:07 Compatible with AeroDyn v13.0.
Polar "T1_Re0.130_M0.00_N9.0" on Foil "SG6043" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.40          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-5.82          Angle of attack for zero Cn for linear Cn curve (deg)
3.59655        Cn slope for zero lift for linear Cn curve (1/rad)
-0.0506        Cn at stall value for positive angle of attack for linear Cn curve
-0.0569        Cn at stall value for negative angle of attack for linear Cn curve
-0.40          Angle of attack for minimum CD (deg)
0.0158         Minimum CD value
     -8.00   -0.0451    0.0881
     -7.90   -0.0421    0.0872
     -7.80   -0.0401    0.0862
     -7.70   -0.0395    0.0853
     -7.60   -0.0419    0.0846
     -7.50   -0.0475    0.0839
     -7.40   -0.0544    0.0834
     -7.30   -0.0415    0.0815
     -7.20   -0.0346    0.0803
     -7.10   -0.0310    0.0794
     -7.00   -0.0291    0.0785
     -6.90   -0.0285    0.0776
     -6.80   -0.0292    0.0768
     -6.70   -0.0310    0.0759
     -6.60   -0.0337    0.0742
     -6.50   -0.0284    0.0732
     -6.40   -0.0231    0.0723
     -6.30   -0.0184    0.0714
     -6.20   -0.0144    0.0704
     -6.10   -0.0110    0.0694
     -6.00   -0.0060    0.0664
     -5.90   -0.0031    0.0657
     -5.80    0.0006    0.0651
     -5.70    0.0053    0.0644
     -5.60    0.0104    0.0633
     -5.40    0.0244    0.0595
     -5.30    0.0286    0.0588
     -5.20    0.0340    0.0580
     -5.10    0.0417    0.0566
     -5.00    0.0523    0.0543
     -4.90    0.0572    0.0535
     -4.80    0.0635    0.0527
     -4.70    0.0774    0.0503
     -4.60    0.0825    0.0496
     -4.50    0.0890    0.0488
     -4.40    0.1022    0.0469
     -4.30    0.1079    0.0463
     -4.20    0.1212    0.0447
     -4.10    0.1272    0.0440
     -3.90    0.1532    0.0417
     -3.80    0.1593    0.0407
     -3.70    0.1669    0.0400
     -3.60    0.1837    0.0391
     -3.50    0.1902    0.0380
     -3.40    0.1980    0.0373
     -3.30    0.2085    0.0364
     -3.20    0.2188    0.0357
     -3.10    0.2528    0.0316
     -3.00    0.2611    0.0312
     -2.90    0.3011    0.0242
     -2.80    0.3124    0.0237
     -2.70    0.3239    0.0232
     -2.60    0.3354    0.0227
     -2.50    0.3469    0.0223
     -2.40    0.3585    0.0218
     -2.30    0.3697    0.0214
     -2.20    0.3803    0.0211
     -2.10    0.3913    0.0208
     -2.00    0.4024    0.0205
     -1.90    0.4132    0.0202
     -1.80    0.4242    0.0199
     -1.70    0.4352    0.0196
     -1.60    0.4463    0.0193
     -1.50    0.4575    0.0190
     -1.40    0.4687    0.0188
     -1.30    0.4798    0.0186
     -1.20    0.4909    0.0184
     -1.10    0.5022    0.0181
     -1.00    0.5140    0.0178
     -0.90    0.5257    0.0169
     -0.80    0.5322    0.0166
     -0.70    0.5371    0.0164
     -0.60    0.5403    0.0162
     -0.50    0.5414    0.0160
     -0.40    0.5492    0.0158
     -0.30    0.5607    0.0159
     -0.20    0.5720    0.0159
     -0.10    0.5832    0.0160
      0.00    0.5943    0.0161
      0.10    0.6053    0.0161
      0.20    0.6162    0.0162
      0.30    0.6271    0.0163
      0.40    0.6379    0.0164
      0.50    0.6486    0.0164
      0.60    0.6593    0.0165
      0.70    0.6699    0.0166
      0.80    0.6805    0.0167
      0.90    0.6910    0.0167
      1.00    0.7015    0.0168
      1.10    0.7119    0.0169
      1.20    0.7223    0.0170
      1.30    0.7327    0.0171
      1.40    0.7430    0.0171
      1.50    0.7532    0.0172
      1.60    0.7634    0.0173
      1.70    0.7736    0.0174
      1.80    0.7837    0.0175
      1.90    0.7938    0.0176
      2.00    0.8039    0.0177
      2.10    0.8139    0.0178
      2.20    0.8238    0.0179
      2.30    0.8338    0.0180
      2.40    0.8436    0.0181
      2.50    0.8535    0.0182
      2.60    0.8633    0.0183
      2.70    0.8730    0.0184
      2.80    0.8828    0.0185
      2.90    0.8924    0.0186
      3.00    0.9020    0.0187
      3.10    0.9115    0.0188
      3.20    0.9209    0.0189
      3.30    0.9303    0.0190
      3.40    0.9396    0.0191
      3.50    0.9488    0.0192
      3.60    0.9580    0.0193
      3.70    0.9672    0.0194
      3.80    0.9763    0.0195
      3.90    0.9854    0.0197
      4.00    0.9945    0.0198
      4.10    1.0035    0.0199
      4.20    1.0126    0.0200
      4.30    1.0215    0.0202
      4.40    1.0305    0.0203
      4.50    1.0394    0.0204
      4.60    1.0482    0.0205
      4.70    1.0570    0.0207
      4.80    1.0658    0.0208
      4.90    1.0745    0.0209
      5.00    1.0832    0.0211
      5.10    1.0918    0.0212
      5.20    1.1004    0.0214
      5.30    1.1090    0.0215
      5.40    1.1175    0.0217
      5.50    1.1259    0.0218
      5.60    1.1343    0.0220
      5.70    1.1427    0.0221
      5.80    1.1510    0.0223
      5.90    1.1593    0.0225
      6.00    1.1675    0.0226
      6.10    1.1756    0.0228
      6.20    1.1837    0.0230
      6.30    1.1918    0.0231
      6.40    1.1998    0.0233
      6.50    1.2077    0.0235
      6.60    1.2156    0.0237
      6.70    1.2235    0.0239
      6.80    1.2312    0.0241
      6.90    1.2390    0.0243
      7.00    1.2466    0.0245
      7.10    1.2543    0.0247
      7.20    1.2618    0.0249
      7.30    1.2693    0.0251
      7.40    1.2768    0.0253
      7.50    1.2842    0.0255
      7.60    1.2915    0.0257
      7.70    1.2988    0.0259
      7.80    1.3060    0.0262
      7.90    1.3131    0.0264
      8.00    1.3202    0.0267
      8.10    1.3272    0.0269
      8.20    1.3342    0.0272
      8.30    1.3411    0.0274
      8.40    1.3479    0.0277
      8.50    1.3546    0.0279
      8.60    1.3613    0.0282
      8.70    1.3679    0.0285
      8.80    1.3745    0.0288
      8.90    1.3809    0.0291
      9.00    1.3873    0.0294
      9.10    1.3936    0.0297
      9.20    1.3999    0.0300
      9.30    1.4060    0.0303
      9.40    1.4121    0.0306
      9.50    1.4180    0.0310
      9.60    1.4239    0.0313
      9.70    1.4297    0.0317
      9.80    1.4353    0.0320
      9.90    1.4409    0.0324
     10.00    1.4464    0.0328
     10.10    1.4517    0.0332
     10.20    1.4569    0.0336
     10.30    1.4620    0.0340
     10.40    1.4669    0.0345
     10.50    1.4717    0.0349
     10.60    1.4764    0.0354
     10.70    1.4808    0.0359
     10.80    1.4851    0.0364
     10.90    1.4892    0.0369
     11.00    1.4930    0.0375
     11.10    1.4967    0.0381
     11.20    1.5001    0.0387
     11.30    1.5033    0.0393
     11.40    1.5064    0.0399
     11.50    1.5092    0.0406
     11.60    1.5118    0.0413
     11.70    1.5144    0.0421
     11.80    1.5171    0.0428
     11.90    1.5201    0.0436
     12.10    1.5282    0.0450
     12.20    1.5346    0.0457
     12.30    1.5440    0.0463
     12.40    1.5594    0.0467
     12.50    1.5854    0.0470
     12.60    1.5910    0.0476
     12.70    1.5984    0.0483
     12.80    1.5999    0.0491
     12.90    1.6043    0.0498
     13.00    1.6154    0.0503
     13.10    1.6148    0.0512
     13.20    1.6173    0.0520
     13.30    1.6232    0.0527
     13.40    1.6313    0.0533
     13.50    1.6308    0.0543
     13.60    1.6330    0.0552
     13.70    1.6392    0.0558
     13.80    1.6472    0.0565
     13.90    1.6452    0.0577
     14.00    1.6459    0.0587
     14.10    1.6497    0.0594
     14.20    1.6643    0.0598
     14.30    1.6592    0.0611
     14.40    1.6565    0.0624
     14.50    1.6567    0.0635
     14.60    1.6597    0.0643
     14.70    1.6777    0.0645
     14.80    1.6708    0.0660
     14.90    1.6653    0.0675
     15.00    1.6616    0.0689
     15.10    1.6599    0.0702
     15.20    1.6619    0.0712
     15.30    1.6695    0.0718
     15.40    1.6777    0.0726
     15.50    1.6698    0.0744
     15.60    1.6625    0.0762
     15.70    1.6559    0.0779
     15.80    1.6500    0.0797
     15.90    1.6452    0.0813
     16.00    1.6417    0.0829
     16.10    1.6411    0.0842
     16.20    1.6494    0.0847
     16.30    1.6612    0.0852
     16.40    1.6514    0.0873
     16.50    1.6418    0.0894
     16.60    1.6323    0.0916
     16.70    1.6228    0.0939
     16.80    1.6134    0.0963
     16.90    1.6040    0.0987
     17.00    1.5945    0.1012
     17.10    1.5849    0.1037
     17.20    1.5752    0.1064
     17.30    1.5653    0.1092
     17.40    1.5552    0.1120
     17.50    1.5448    0.1150
     17.60    1.5340    0.1182
     17.70    1.5229    0.1215
     17.80    1.5115    0.1249
     17.90    1.4998    0.1286
     18.00    1.4879    0.1324
     18.10    1.4757    0.1364
     18.20    1.4635    0.1405
     18.30    1.4514    0.1448
     18.40    1.4391    0.1493
     18.50    1.4271    0.1538
     19.00    1.2371    0.2382
     19.10    1.2405    0.2394
     19.20    1.2457    0.2404
     19.30    1.2542    0.2413
     19.40    1.2630    0.2429
     19.50    1.2511    0.2450
     19.60    1.2510    0.2465
     19.70    1.2539    0.2477
     19.80    1.2581    0.2488
     19.90    1.2639    0.2498
     20.00    1.2731    0.2510
