AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.02.2021 at 08:58:06 Compatible with AeroDyn v13.0.
Polar "T1_Re0.060_M0.00_N9.0" on Foil "SG6043" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
14.20          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-3.38          Angle of attack for zero Cn for linear Cn curve (deg)
6.36603        Cn slope for zero lift for linear Cn curve (1/rad)
-0.1087        Cn at stall value for positive angle of attack for linear Cn curve
-0.1193        Cn at stall value for negative angle of attack for linear Cn curve
-0.50          Angle of attack for minimum CD (deg)
0.0213         Minimum CD value
     -8.00   -0.1065    0.0997
     -7.90   -0.0983    0.0981
     -7.80   -0.0964    0.0972
     -7.70   -0.0992    0.0967
     -7.60   -0.1059    0.0967
     -7.50   -0.0961    0.0946
     -7.40   -0.0909    0.0934
     -7.30   -0.0927    0.0928
     -7.20   -0.0999    0.0928
     -7.10   -0.0951    0.0913
     -7.00   -0.0877    0.0899
     -6.90   -0.0908    0.0894
     -6.80   -0.0991    0.0894
     -6.70   -0.0907    0.0876
     -6.60   -0.0870    0.0866
     -6.50   -0.0921    0.0863
     -6.40   -0.0924    0.0853
     -6.30   -0.0843    0.0839
     -6.20   -0.0871    0.0834
     -6.10   -0.0868    0.0824
     -6.00   -0.0800    0.0811
     -5.90   -0.0840    0.0807
     -5.80   -0.0786    0.0793
     -5.70   -0.0749    0.0783
     -5.60   -0.0765    0.0775
     -5.50   -0.0701    0.0763
     -5.40   -0.0718    0.0756
     -5.30   -0.0653    0.0743
     -5.20   -0.0652    0.0735
     -5.10   -0.0598    0.0724
     -5.00   -0.0579    0.0714
     -4.90   -0.0559    0.0706
     -4.80   -0.0505    0.0695
     -4.70   -0.0478    0.0685
     -4.60   -0.0447    0.0676
     -4.50   -0.0411    0.0666
     -4.40   -0.0366    0.0656
     -4.30   -0.0329    0.0647
     -4.20   -0.0291    0.0637
     -4.10   -0.0253    0.0628
     -4.00   -0.0214    0.0619
     -3.90   -0.0172    0.0611
     -3.80   -0.0136    0.0602
     -3.60   -0.0067    0.0585
     -3.20    0.0055    0.0554
     -2.90    0.1896    0.0366
     -2.80    0.2023    0.0356
     -2.70    0.2168    0.0345
     -2.60    0.2350    0.0332
     -2.50    0.2487    0.0324
     -2.40    0.2606    0.0316
     -2.30    0.2725    0.0309
     -2.20    0.2850    0.0303
     -2.10    0.2978    0.0297
     -2.00    0.3111    0.0291
     -1.90    0.3218    0.0285
     -1.80    0.3344    0.0280
     -1.70    0.3453    0.0276
     -1.60    0.3560    0.0271
     -1.50    0.3670    0.0267
     -1.40    0.3779    0.0263
     -1.30    0.3889    0.0259
     -1.20    0.3995    0.0254
     -1.10    0.4101    0.0250
     -1.00    0.4215    0.0246
     -0.90    0.4334    0.0241
     -0.80    0.4467    0.0233
     -0.70    0.4465    0.0221
     -0.60    0.4372    0.0215
     -0.50    0.4466    0.0213
     -0.40    0.4583    0.0214
     -0.30    0.4696    0.0215
     -0.20    0.4807    0.0215
     -0.10    0.4917    0.0216
