AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.02.2021 at 08:58:07 Compatible with AeroDyn v13.0.
Polar "T1_Re0.150_M0.00_N9.0" on Foil "SG6043" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-5.96          Angle of attack for zero Cn for linear Cn curve (deg)
3.79421        Cn slope for zero lift for linear Cn curve (1/rad)
-0.0397        Cn at stall value for positive angle of attack for linear Cn curve
-0.0662        Cn at stall value for negative angle of attack for linear Cn curve
-0.30          Angle of attack for minimum CD (deg)
0.0152         Minimum CD value
      0.00    0.6022    0.0154
      0.10    0.6132    0.0154
      0.20    0.6242    0.0155
      0.30    0.6350    0.0156
      0.40    0.6458    0.0156
      0.50    0.6566    0.0157
      0.60    0.6672    0.0158
      0.70    0.6779    0.0159
      0.80    0.6884    0.0159
      0.90    0.6990    0.0160
      1.00    0.7094    0.0161
      1.10    0.7199    0.0162
      1.20    0.7303    0.0162
      1.30    0.7406    0.0163
      1.40    0.7509    0.0164
      1.50    0.7612    0.0165
      1.60    0.7714    0.0166
      1.70    0.7816    0.0167
      1.80    0.7917    0.0167
      1.90    0.8018    0.0168
      2.00    0.8119    0.0169
      2.10    0.8219    0.0170
      2.20    0.8319    0.0171
      2.30    0.8418    0.0172
      2.40    0.8517    0.0173
      2.50    0.8616    0.0174
      2.60    0.8714    0.0175
      2.70    0.8812    0.0176
      2.80    0.8909    0.0177
      2.90    0.9005    0.0178
      3.00    0.9101    0.0179
      3.10    0.9196    0.0180
      3.20    0.9290    0.0181
      3.30    0.9383    0.0182
      3.40    0.9476    0.0183
      3.50    0.9569    0.0184
      3.60    0.9661    0.0185
      3.70    0.9753    0.0186
      3.80    0.9845    0.0187
      3.90    0.9936    0.0188
      4.00    1.0028    0.0189
      4.10    1.0118    0.0191
      4.20    1.0209    0.0192
      4.30    1.0299    0.0193
      4.40    1.0389    0.0194
      4.50    1.0478    0.0195
      4.60    1.0567    0.0197
      4.70    1.0655    0.0198
      4.80    1.0743    0.0199
      4.90    1.0831    0.0201
      5.00    1.0918    0.0202
      5.10    1.1005    0.0203
      5.20    1.1092    0.0205
      5.30    1.1177    0.0206
      5.40    1.1263    0.0208
      5.50    1.1348    0.0209
      5.60    1.1432    0.0211
      5.70    1.1516    0.0212
      5.80    1.1600    0.0214
      5.90    1.1683    0.0215
      6.00    1.1765    0.0217
      6.10    1.1848    0.0218
      6.20    1.1929    0.0220
      6.30    1.2010    0.0222
      6.40    1.2091    0.0223
      6.50    1.2171    0.0225
      6.60    1.2251    0.0227
      6.70    1.2330    0.0229
      6.80    1.2408    0.0230
      6.90    1.2486    0.0232
      7.00    1.2564    0.0234
      7.10    1.2640    0.0236
      7.20    1.2717    0.0238
      7.30    1.2793    0.0240
      7.40    1.2868    0.0242
      7.50    1.2942    0.0244
      7.60    1.3017    0.0246
      7.70    1.3090    0.0249
      7.80    1.3163    0.0251
      7.90    1.3235    0.0253
      8.00    1.3307    0.0255
      8.10    1.3378    0.0258
      8.20    1.3448    0.0260
      8.30    1.3518    0.0263
      8.40    1.3587    0.0265
      8.50    1.3656    0.0268
      8.70    1.3790    0.0273
      8.80    1.3857    0.0276
      8.90    1.3922    0.0278
      9.00    1.3987    0.0281
      9.10    1.4051    0.0284
      9.20    1.4114    0.0287
      9.30    1.4177    0.0290
      9.40    1.4238    0.0294
      9.50    1.4299    0.0297
      9.60    1.4358    0.0300
      9.70    1.4417    0.0304
      9.80    1.4475    0.0307
      9.90    1.4531    0.0311
     10.00    1.4587    0.0315
     10.10    1.4641    0.0318
     10.20    1.4694    0.0322
     10.30    1.4745    0.0327
     10.40    1.4795    0.0331
     10.50    1.4843    0.0335
     10.60    1.4890    0.0340
     10.70    1.4934    0.0345
     10.80    1.4977    0.0350
     10.90    1.5017    0.0355
     11.00    1.5054    0.0361
     11.10    1.5089    0.0366
     11.20    1.5122    0.0373
     11.30    1.5152    0.0379
     11.40    1.5180    0.0386
     11.50    1.5206    0.0393
     11.60    1.5231    0.0400
     11.70    1.5257    0.0408
     11.80    1.5287    0.0415
     11.90    1.5324    0.0423
     12.00    1.5375    0.0430
     12.10    1.5448    0.0436
     12.20    1.5566    0.0441
     12.30    1.5657    0.0447
     12.40    1.5718    0.0453
     12.50    1.5748    0.0460
     12.60    1.5780    0.0467
     12.70    1.5832    0.0473
     12.80    1.5883    0.0480
     12.90    1.5904    0.0488
     13.00    1.5942    0.0495
     13.10    1.6038    0.0499
     13.20    1.6036    0.0509
     13.30    1.6057    0.0517
     13.40    1.6098    0.0524
     13.50    1.6194    0.0529
     13.60    1.6185    0.0539
     13.70    1.6200    0.0548
     13.80    1.6234    0.0556
     13.90    1.6349    0.0559
     14.00    1.6329    0.0571
     14.10    1.6329    0.0581
     14.20    1.6349    0.0590
     14.30    1.6395    0.0597
     14.40    1.6485    0.0602
     14.50    1.6456    0.0615
     14.60    1.6452    0.0626
     14.70    1.6465    0.0636
     14.80    1.6506    0.0644
     14.90    1.6620    0.0648
     15.00    1.6572    0.0662
     15.10    1.6544    0.0676
     15.20    1.6538    0.0688
     15.30    1.6548    0.0699
     15.40    1.6588    0.0707
     15.50    1.6719    0.0709
     15.60    1.6652    0.0727
     15.70    1.6597    0.0743
     15.80    1.6555    0.0759
     15.90    1.6527    0.0774
     16.00    1.6519    0.0787
     16.10    1.6537    0.0798
     16.20    1.6598    0.0804
     16.30    1.6695    0.0809
     16.40    1.6613    0.0829
     16.50    1.6536    0.0850
     16.60    1.6464    0.0870
     16.70    1.6396    0.0890
     16.80    1.6332    0.0911
     16.90    1.6273    0.0931
     17.10    1.6170    0.0970
     17.20    1.6131    0.0989
     17.30    1.6110    0.1005
     17.40    1.6150    0.1013
     17.50    1.6352    0.1002
     17.60    1.6256    0.1028
     17.70    1.6161    0.1053
     17.80    1.6066    0.1080
     17.90    1.5970    0.1107
     18.00    1.5874    0.1136
     18.10    1.5778    0.1165
     18.20    1.5680    0.1195
     18.30    1.5582    0.1225
     18.40    1.5483    0.1257
     18.50    1.5382    0.1291
     18.60    1.5280    0.1325
     18.70    1.5177    0.1360
     18.80    1.5073    0.1397
     18.90    1.4968    0.1435
     19.00    1.4863    0.1474
     19.10    1.4758    0.1514
     19.20    1.4653    0.1555
