AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.02.2021 at 08:58:07 Compatible with AeroDyn v13.0.
Polar "T1_Re0.150_M0.00_N9.0" on Foil "SG6043" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-5.96          Angle of attack for zero Cn for linear Cn curve (deg)
3.79421        Cn slope for zero lift for linear Cn curve (1/rad)
-0.0397        Cn at stall value for positive angle of attack for linear Cn curve
-0.0662        Cn at stall value for negative angle of attack for linear Cn curve
-0.30          Angle of attack for minimum CD (deg)
0.0152         Minimum CD value
     -8.00   -0.0509    0.0874
     -7.90   -0.0548    0.0865
     -7.80   -0.0414    0.0848
     -7.70   -0.0360    0.0838
     -7.60   -0.0327    0.0829
     -7.50   -0.0305    0.0819
     -7.40   -0.0296    0.0810
     -7.30   -0.0311    0.0801
     -7.20   -0.0366    0.0794
     -7.10   -0.0423    0.0785
     -7.00   -0.0375    0.0772
     -6.90   -0.0305    0.0762
     -6.80   -0.0260    0.0753
     -6.70   -0.0227    0.0743
     -6.60   -0.0200    0.0734
     -6.50   -0.0179    0.0723
     -6.40   -0.0170    0.0709
     -6.30   -0.0147    0.0685
     -6.20   -0.0109    0.0678
     -6.10   -0.0065    0.0671
     -6.00   -0.0020    0.0662
     -5.90    0.0026    0.0652
     -5.80    0.0075    0.0640
     -5.70    0.0178    0.0603
     -5.60    0.0209    0.0598
     -5.50    0.0248    0.0593
     -5.40    0.0298    0.0585
     -5.30    0.0364    0.0574
     -5.20    0.0492    0.0542
     -5.10    0.0533    0.0536
     -5.00    0.0588    0.0529
     -4.90    0.0661    0.0519
     -4.80    0.0802    0.0492
     -4.70    0.0857    0.0485
     -4.60    0.0925    0.0477
     -4.50    0.1079    0.0454
     -4.40    0.1139    0.0446
     -4.30    0.1211    0.0439
     -4.20    0.1354    0.0422
     -4.10    0.1420    0.0415
     -4.00    0.1556    0.0401
     -3.90    0.1625    0.0394
     -3.40    0.2480    0.0269
     -3.30    0.2602    0.0260
     -3.20    0.2733    0.0249
     -3.10    0.2880    0.0238
     -3.00    0.2994    0.0232
     -2.90    0.3109    0.0226
     -2.80    0.3222    0.0221
     -2.70    0.3327    0.0217
     -2.60    0.3436    0.0214
     -2.50    0.3547    0.0210
     -2.40    0.3660    0.0206
     -2.30    0.3773    0.0203
     -2.20    0.3879    0.0199
     -2.10    0.3986    0.0197
     -2.00    0.4097    0.0194
     -1.90    0.4204    0.0192
     -1.80    0.4314    0.0189
     -1.70    0.4425    0.0186
     -1.60    0.4537    0.0184
     -1.50    0.4650    0.0181
     -1.40    0.4762    0.0179
     -1.30    0.4874    0.0177
     -1.20    0.4984    0.0175
     -1.10    0.5098    0.0173
     -1.00    0.5217    0.0170
     -0.90    0.5339    0.0163
     -0.80    0.5420    0.0159
     -0.70    0.5486    0.0158
     -0.60    0.5543    0.0156
     -0.50    0.5582    0.0155
     -0.40    0.5601    0.0153
     -0.30    0.5686    0.0152
     -0.20    0.5799    0.0152
     -0.10    0.5911    0.0153
