AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.02.2021 at 08:58:07 Compatible with AeroDyn v13.0.
Polar "T1_Re0.100_M0.00_N9.0" on Foil "SG6043" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
14.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-5.34          Angle of attack for zero Cn for linear Cn curve (deg)
4.16871        Cn slope for zero lift for linear Cn curve (1/rad)
-0.0608        Cn at stall value for positive angle of attack for linear Cn curve
-0.0859        Cn at stall value for negative angle of attack for linear Cn curve
-0.50          Angle of attack for minimum CD (deg)
0.0173         Minimum CD value
     -8.00   -0.0737    0.0927
     -7.90   -0.0692    0.0912
     -7.80   -0.0589    0.0894
     -7.70   -0.0541    0.0883
     -7.60   -0.0512    0.0873
     -7.50   -0.0499    0.0864
     -7.40   -0.0510    0.0857
     -7.30   -0.0560    0.0852
     -7.20   -0.0631    0.0849
     -7.10   -0.0625    0.0837
     -7.00   -0.0477    0.0818
     -6.90   -0.0440    0.0808
     -6.80   -0.0433    0.0800
     -6.70   -0.0445    0.0793
     -6.60   -0.0484    0.0786
     -6.50   -0.0479    0.0773
     -6.40   -0.0402    0.0761
     -6.30   -0.0353    0.0751
     -6.20   -0.0322    0.0741
     -6.10   -0.0311    0.0731
     -6.00   -0.0299    0.0715
     -5.90   -0.0252    0.0705
     -5.80   -0.0204    0.0696
     -5.70   -0.0160    0.0686
     -5.50   -0.0071    0.0656
     -5.40   -0.0028    0.0648
     -5.30    0.0021    0.0639
     -5.20    0.0109    0.0617
     -5.10    0.0144    0.0609
     -5.00    0.0192    0.0602
     -4.90    0.0293    0.0582
     -4.80    0.0330    0.0575
     -4.70    0.0389    0.0566
     -4.60    0.0481    0.0550
     -4.50    0.0535    0.0542
     -4.40    0.0637    0.0526
     -4.30    0.0693    0.0519
     -4.10    0.0862    0.0496
     -3.30    0.2213    0.0321
     -3.20    0.2321    0.0311
     -3.10    0.2492    0.0295
     -3.00    0.2614    0.0286
     -2.90    0.2739    0.0278
     -2.80    0.2864    0.0270
     -2.70    0.2989    0.0263
     -2.60    0.3112    0.0257
     -2.50    0.3235    0.0251
     -2.40    0.3359    0.0246
     -2.30    0.3466    0.0241
     -2.20    0.3578    0.0237
     -2.10    0.3694    0.0232
     -2.00    0.3807    0.0228
     -1.90    0.3916    0.0225
     -1.80    0.4028    0.0221
     -1.70    0.4140    0.0218
     -1.60    0.4249    0.0214
     -1.50    0.4359    0.0211
     -1.40    0.4469    0.0208
     -1.30    0.4579    0.0205
     -1.20    0.4688    0.0202
     -1.10    0.4796    0.0199
     -1.00    0.4912    0.0195
     -0.90    0.5043    0.0186
     -0.80    0.5074    0.0180
     -0.70    0.5076    0.0178
     -0.60    0.5061    0.0175
     -0.50    0.5158    0.0173
     -0.40    0.5274    0.0174
     -0.30    0.5388    0.0174
     -0.20    0.5501    0.0175
     -0.10    0.5613    0.0176
      0.00    0.5725    0.0176
      0.10    0.5835    0.0177
      0.20    0.5944    0.0178
      0.30    0.6053    0.0179
      0.40    0.6161    0.0179
      0.50    0.6269    0.0180
      0.60    0.6376    0.0181
      0.70    0.6482    0.0182
      0.80    0.6588    0.0183
      0.90    0.6693    0.0183
      1.00    0.6798    0.0184
      1.10    0.6903    0.0185
      1.20    0.7006    0.0186
      1.30    0.7110    0.0187
      1.40    0.7213    0.0188
      1.50    0.7315    0.0189
      1.60    0.7417    0.0190
      1.70    0.7519    0.0191
      1.80    0.7620    0.0192
      1.90    0.7721    0.0193
      2.00    0.7822    0.0194
      2.10    0.7921    0.0195
      2.20    0.8021    0.0196
      2.30    0.8120    0.0197
      2.40    0.8219    0.0198
      2.50    0.8317    0.0199
      2.60    0.8415    0.0200
      2.70    0.8512    0.0201
      2.80    0.8608    0.0202
      2.90    0.8703    0.0203
      3.00    0.8798    0.0204
      3.10    0.8893    0.0205
      3.20    0.8986    0.0206
      3.30    0.9079    0.0208
      3.40    0.9172    0.0209
      3.50    0.9264    0.0210
      3.60    0.9356    0.0211
      3.70    0.9448    0.0212
