AeroDyn airfoil file Created with QBlade v0.963 64bit on 16.02.2021 at 08:50:34 Compatible with AeroDyn v13.0.
Polar "T1_Re0.130_M0.00_N9.0" on Foil "SD8040 (10%)" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
12.10          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.51          Angle of attack for zero Cn for linear Cn curve (deg)
6.16418        Cn slope for zero lift for linear Cn curve (1/rad)
-0.3314        Cn at stall value for positive angle of attack for linear Cn curve
-0.3420        Cn at stall value for negative angle of attack for linear Cn curve
-0.80          Angle of attack for minimum CD (deg)
0.0136         Minimum CD value
     -8.00   -0.3497    0.0899
     -7.90   -0.3474    0.0886
     -7.80   -0.3453    0.0874
     -7.70   -0.3435    0.0861
     -7.60   -0.3419    0.0849
     -7.50   -0.3407    0.0836
     -7.40   -0.3398    0.0823
     -7.30   -0.3392    0.0809
     -7.20   -0.3392    0.0796
     -7.10   -0.3402    0.0783
     -7.00   -0.3403    0.0768
     -6.90   -0.3393    0.0752
     -6.80   -0.3378    0.0735
     -6.70   -0.3359    0.0718
     -6.60   -0.3297    0.0722
     -6.50   -0.3254    0.0716
     -6.40   -0.3212    0.0705
     -6.30   -0.3168    0.0693
     -6.20   -0.3122    0.0679
     -6.10   -0.3268    0.0594
     -6.00   -0.3217    0.0576
     -5.90   -0.3152    0.0563
     -5.80   -0.3087    0.0551
     -5.70   -0.3022    0.0540
     -5.60   -0.2957    0.0528
     -5.50   -0.2891    0.0516
     -5.40   -0.2823    0.0504
     -5.30   -0.2753    0.0491
     -5.20   -0.2681    0.0477
     -5.10   -0.2607    0.0463
     -5.00   -0.2531    0.0447
     -4.90   -0.2452    0.0430
     -4.70   -0.2185    0.0321
     -4.60   -0.2103    0.0303
     -4.50   -0.2013    0.0289
     -4.40   -0.1917    0.0277
     -4.30   -0.1819    0.0266
     -4.20   -0.1718    0.0257
     -4.10   -0.1615    0.0248
     -4.00   -0.1510    0.0240
     -3.90   -0.1405    0.0232
     -3.80   -0.1299    0.0225
     -3.70   -0.1193    0.0219
     -3.60   -0.1087    0.0214
     -3.50   -0.0981    0.0209
     -3.40   -0.0874    0.0205
     -3.30   -0.0783    0.0193
     -3.20   -0.0687    0.0186
     -3.10   -0.0584    0.0183
     -3.00   -0.0479    0.0181
     -2.90   -0.0374    0.0178
     -2.80   -0.0273    0.0172
     -2.70   -0.0180    0.0165
     -2.60   -0.0083    0.0161
     -2.50    0.0010    0.0157
     -2.40    0.0093    0.0152
     -2.30    0.0170    0.0147
     -2.20    0.0239    0.0144
     -2.10    0.0301    0.0141
     -2.00    0.0368    0.0139
     -1.90    0.0440    0.0138
     -1.80    0.0520    0.0137
     -1.70    0.0604    0.0137
     -1.60    0.0691    0.0136
     -1.50    0.0794    0.0136
     -1.40    0.0942    0.0136
     -1.30    0.1138    0.0136
     -1.20    0.1382    0.0136
     -1.10    0.1656    0.0136
     -1.00    0.1956    0.0136
     -0.90    0.2110    0.0136
     -0.80    0.2186    0.0136
     -0.70    0.2264    0.0136
     -0.60    0.2346    0.0136
     -0.50    0.2430    0.0136
     -0.40    0.2516    0.0136
     -0.30    0.2604    0.0136
     -0.20    0.2694    0.0137
     -0.10    0.2786    0.0137
      0.00    0.2880    0.0137
      0.10    0.2975    0.0138
      0.20    0.3072    0.0138
      0.30    0.3169    0.0138
      0.40    0.3268    0.0139
      0.50    0.3367    0.0139
      0.60    0.3467    0.0140
      0.70    0.3568    0.0140
      0.80    0.3669    0.0141
      0.90    0.3770    0.0141
      1.00    0.3872    0.0142
      1.10    0.3974    0.0142
      1.20    0.4077    0.0143
      1.30    0.4180    0.0143
      1.40    0.4283    0.0144
      1.50    0.4386    0.0144
      1.60    0.4489    0.0145
      1.70    0.4593    0.0146
      1.80    0.4696    0.0146
      1.90    0.4800    0.0147
      2.00    0.4904    0.0147
      2.10    0.5008    0.0148
      2.20    0.5111    0.0149
      2.30    0.5215    0.0149
      2.40    0.5319    0.0150
      2.50    0.5423    0.0151
      2.60    0.5527    0.0151
      2.70    0.5631    0.0152
      2.80    0.5735    0.0153
      2.90    0.5839    0.0154
      3.00    0.5942    0.0154
      3.10    0.6046    0.0155
      3.20    0.6150    0.0156
      3.30    0.6253    0.0157
      3.40    0.6357    0.0157
      3.50    0.6460    0.0158
      3.60    0.6563    0.0159
      3.70    0.6666    0.0160
      3.80    0.6769    0.0161
      3.90    0.6872    0.0162
      4.00    0.6975    0.0162
      4.10    0.7078    0.0163
      4.20    0.7180    0.0164
      4.30    0.7283    0.0165
      4.40    0.7385    0.0166
      4.50    0.7487    0.0167
      4.60    0.7589    0.0168
      4.70    0.7690    0.0169
      4.80    0.7792    0.0170
      4.90    0.7893    0.0171
      5.00    0.7994    0.0172
      5.10    0.8095    0.0173
      5.20    0.8196    0.0174
      5.30    0.8296    0.0175
      5.40    0.8397    0.0176
      5.50    0.8497    0.0177
      5.60    0.8596    0.0179
      5.70    0.8696    0.0180
      5.80    0.8795    0.0181
      5.90    0.8895    0.0182
      6.00    0.8993    0.0183
      6.10    0.9092    0.0185
      6.20    0.9190    0.0186
      6.30    0.9287    0.0187
      6.40    0.9385    0.0188
      6.50    0.9482    0.0190
      6.60    0.9579    0.0191
      6.70    0.9675    0.0192
      6.80    0.9771    0.0194
      6.90    0.9867    0.0195
      7.00    0.9962    0.0197
      7.10    1.0057    0.0198
