AeroDyn airfoil file Created with QBlade v0.963 64bit on 16.02.2021 at 08:50:34 Compatible with AeroDyn v13.0.
Polar "T1_Re0.150_M0.00_N9.0" on Foil "SD8040 (10%)" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
12.40          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.54          Angle of attack for zero Cn for linear Cn curve (deg)
6.11506        Cn slope for zero lift for linear Cn curve (1/rad)
-0.2682        Cn at stall value for positive angle of attack for linear Cn curve
-0.3000        Cn at stall value for negative angle of attack for linear Cn curve
-1.20          Angle of attack for minimum CD (deg)
0.0129         Minimum CD value
      4.50    0.7523    0.0159
      4.60    0.7625    0.0160
      4.70    0.7727    0.0161
      4.80    0.7829    0.0162
      4.90    0.7931    0.0163
      5.00    0.8033    0.0164
      5.10    0.8134    0.0165
      5.20    0.8236    0.0166
      5.30    0.8337    0.0167
      5.40    0.8438    0.0168
      5.50    0.8539    0.0169
      5.60    0.8639    0.0170
      5.70    0.8740    0.0171
      5.80    0.8840    0.0172
      5.90    0.8939    0.0173
      6.00    0.9039    0.0175
      6.10    0.9138    0.0176
      6.20    0.9237    0.0177
      6.30    0.9336    0.0178
      6.40    0.9434    0.0179
      6.50    0.9532    0.0181
      6.60    0.9629    0.0182
      6.70    0.9727    0.0183
      6.80    0.9824    0.0184
      6.90    0.9920    0.0186
      7.00    1.0016    0.0187
      7.10    1.0112    0.0189
      7.20    1.0208    0.0190
      7.30    1.0303    0.0191
      7.40    1.0398    0.0193
      7.50    1.0491    0.0195
      7.60    1.0585    0.0196
      7.70    1.0677    0.0198
      7.80    1.0769    0.0199
      7.90    1.0861    0.0201
      8.00    1.0952    0.0203
      8.10    1.1042    0.0205
      8.20    1.1131    0.0206
      8.30    1.1220    0.0208
      8.40    1.1308    0.0210
      8.50    1.1395    0.0212
      8.60    1.1482    0.0214
      8.70    1.1567    0.0216
      8.80    1.1651    0.0219
      8.90    1.1733    0.0221
      9.00    1.1813    0.0224
      9.10    1.1891    0.0226
      9.20    1.1966    0.0230
      9.30    1.2038    0.0233
      9.40    1.2106    0.0237
      9.50    1.2170    0.0242
      9.60    1.2229    0.0248
      9.70    1.2288    0.0257
      9.80    1.2357    0.0268
      9.90    1.2414    0.0271
     10.00    1.2465    0.0274
     10.10    1.2504    0.0279
     10.20    1.2532    0.0288
     10.30    1.2581    0.0299
     10.40    1.2632    0.0301
     10.50    1.2678    0.0304
     10.60    1.2723    0.0309
     10.70    1.2765    0.0314
     10.80    1.2805    0.0319
     10.90    1.2842    0.0324
     11.00    1.2877    0.0329
     11.10    1.2909    0.0335
     11.20    1.2946    0.0341
     11.30    1.2977    0.0347
     11.40    1.3004    0.0356
     11.50    1.3035    0.0367
     11.60    1.3065    0.0384
     11.80    1.3085    0.0413
     11.90    1.3105    0.0419
     12.00    1.3122    0.0426
     12.10    1.3135    0.0433
     12.20    1.3145    0.0440
     12.30    1.3152    0.0449
     12.40    1.3154    0.0457
     12.50    1.3149    0.0466
     12.60    1.3142    0.0476
     12.70    1.3131    0.0486
     12.80    1.3116    0.0497
     12.90    1.3097    0.0508
     13.00    1.3075    0.0520
     13.10    1.3046    0.0532
     13.20    1.3013    0.0546
     13.30    1.2979    0.0559
     13.40    1.2938    0.0574
     13.50    1.2894    0.0589
     13.60    1.2846    0.0605
     13.70    1.2790    0.0622
     13.80    1.2728    0.0640
     13.90    1.2665    0.0658
     14.00    1.2593    0.0679
     14.10    1.2518    0.0701
     14.20    1.2438    0.0724
     14.30    1.2346    0.0750
     14.40    1.2252    0.0777
     14.50    1.2139    0.0809
     14.60    1.2020    0.0842
     14.70    1.1874    0.0881
     14.80    1.1710    0.0925
     14.90    1.1505    0.0980
     15.00    1.1129    0.1074
     15.10    1.0178    0.1323
     15.20    0.9875    0.1427
     15.30    0.9745    0.1486
     15.40    0.9661    0.1534
     15.50    0.9597    0.1577
     15.60    0.9545    0.1616
     15.70    0.9502    0.1654
     15.80    0.9465    0.1690
     15.90    0.9436    0.1724
     16.00    0.9413    0.1757
     16.10    0.9395    0.1789
     16.20    0.9381    0.1819
     16.30    0.9372    0.1848
     16.40    0.9363    0.1879
     16.50    0.9252    0.2069
     16.60    0.9263    0.2092
     16.70    0.9274    0.2114
     16.80    0.9286    0.2136
     16.90    0.9297    0.2158
     17.00    0.9309    0.2179
     17.10    0.9320    0.2198
     17.20    0.9331    0.2217
     17.30    0.9341    0.2234
     17.40    0.9349    0.2248
     17.50    0.9317    0.2253
     17.60    0.9268    0.2260
     17.70    0.9268    0.2278
     17.80    0.9277    0.2298
     17.90    0.9289    0.2317
     18.00    0.9303    0.2336
     18.10    0.9318    0.2356
     18.20    0.9334    0.2375
     18.30    0.9350    0.2394
     18.40    0.9367    0.2413
     18.50    0.9385    0.2431
     18.60    0.9403    0.2450
     18.70    0.9421    0.2469
     18.80    0.9440    0.2487
     18.90    0.9459    0.2506
     19.00    0.9479    0.2524
     19.10    0.9499    0.2543
     19.20    0.9519    0.2561
     19.30    0.9540    0.2580
     19.40    0.9562    0.2598
     19.50    0.9585    0.2617
     19.60    0.9608    0.2635
     19.70    0.9633    0.2654
     19.80    0.9659    0.2673
     19.90    0.9687    0.2693
     20.00    0.9718    0.2713
