AeroDyn airfoil file Created with QBlade v0.963 64bit on 16.02.2021 at 08:50:33 Compatible with AeroDyn v13.0.
Polar "T1_Re0.060_M0.00_N9.0" on Foil "SD8040 (10%)" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
11.30          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.08          Angle of attack for zero Cn for linear Cn curve (deg)
6.24560        Cn slope for zero lift for linear Cn curve (1/rad)
-0.3556        Cn at stall value for positive angle of attack for linear Cn curve
-0.3615        Cn at stall value for negative angle of attack for linear Cn curve
-1.20          Angle of attack for minimum CD (deg)
0.0182         Minimum CD value
     -8.00   -0.3511    0.0994
     -7.90   -0.3454    0.0980
     -7.80   -0.3410    0.0967
     -7.70   -0.3377    0.0955
     -7.60   -0.3354    0.0944
     -7.50   -0.3340    0.0934
     -7.40   -0.3339    0.0925
     -7.30   -0.3365    0.0919
     -7.20   -0.3508    0.0933
     -7.10   -0.3668    0.0967
     -6.90   -0.3665    0.0890
     -6.80   -0.3567    0.0862
     -6.70   -0.3483    0.0842
     -6.60   -0.3400    0.0825
     -6.50   -0.3332    0.0810
     -6.40   -0.3276    0.0797
     -6.30   -0.3230    0.0784
     -6.20   -0.3192    0.0771
     -6.10   -0.3161    0.0759
     -6.00   -0.3135    0.0746
     -5.90   -0.3112    0.0733
     -5.80   -0.3090    0.0720
     -5.70   -0.3065    0.0705
     -5.60   -0.3036    0.0690
     -5.50   -0.3000    0.0672
     -5.40   -0.2964    0.0651
     -5.30   -0.2881    0.0491
     -5.20   -0.2817    0.0472
     -5.10   -0.2748    0.0454
     -5.00   -0.2673    0.0435
     -4.90   -0.2593    0.0416
     -4.80   -0.2509    0.0399
     -4.70   -0.2419    0.0382
     -4.60   -0.2326    0.0368
     -4.50   -0.2229    0.0355
     -4.40   -0.2131    0.0343
     -4.30   -0.2031    0.0333
     -4.20   -0.1930    0.0323
     -4.10   -0.1829    0.0313
     -4.00   -0.1725    0.0305
     -3.90   -0.1621    0.0297
     -3.80   -0.1515    0.0289
     -3.70   -0.1408    0.0282
     -3.60   -0.1300    0.0276
     -3.50   -0.1189    0.0272
     -3.40   -0.1103    0.0261
     -3.30   -0.1008    0.0262
     -3.20   -0.0906    0.0256
     -3.10   -0.0811    0.0249
     -3.00   -0.0704    0.0244
     -2.90   -0.0600    0.0234
     -2.80   -0.0509    0.0223
     -2.70   -0.0434    0.0212
     -2.60   -0.0372    0.0202
     -2.50   -0.0338    0.0195
     -2.40   -0.0316    0.0191
     -2.30   -0.0289    0.0189
     -2.20   -0.0242    0.0188
     -2.10   -0.0105    0.0187
     -2.00    0.0475    0.0187
     -1.90    0.1084    0.0186
     -1.80    0.1130    0.0185
     -1.70    0.1182    0.0184
     -1.60    0.1240    0.0183
     -1.50    0.1302    0.0183
     -1.40    0.1371    0.0183
     -1.30    0.1444    0.0182
     -1.20    0.1520    0.0182
     -1.10    0.1598    0.0182
     -1.00    0.1680    0.0182
     -0.90    0.1764    0.0183
     -0.80    0.1850    0.0183
     -0.70    0.1939    0.0183
     -0.60    0.2029    0.0183
     -0.50    0.2121    0.0184
     -0.40    0.2214    0.0184
     -0.30    0.2308    0.0184
     -0.20    0.2404    0.0185
     -0.10    0.2500    0.0185
      0.00    0.2597    0.0186
      0.10    0.2694    0.0186
      0.20    0.2792    0.0187
      0.30    0.2891    0.0187
      0.40    0.2990    0.0188
      0.50    0.3089    0.0188
      0.60    0.3189    0.0189
      0.70    0.3289    0.0189
      0.80    0.3389    0.0190
      0.90    0.3489    0.0191
      1.00    0.3589    0.0191
      1.10    0.3690    0.0192
      1.20    0.3791    0.0193
      1.30    0.3892    0.0193
      1.40    0.3993    0.0194
      1.50    0.4094    0.0195
      1.60    0.4195    0.0195
      1.70    0.4296    0.0196
      1.80    0.4397    0.0197
      1.90    0.4498    0.0198
      2.00    0.4600    0.0199
      2.10    0.4701    0.0199
      2.20    0.4802    0.0200
      2.30    0.4903    0.0201
      2.40    0.5004    0.0202
      2.50    0.5105    0.0203
      2.60    0.5206    0.0204
      2.70    0.5307    0.0205
      2.80    0.5408    0.0206
      2.90    0.5508    0.0207
      3.00    0.5609    0.0208
      3.10    0.5710    0.0209
      3.20    0.5810    0.0210
      3.30    0.5910    0.0211
      3.40    0.6010    0.0212
      3.50    0.6110    0.0213
      3.60    0.6210    0.0214
      3.70    0.6310    0.0216
      3.80    0.6409    0.0217
      3.90    0.6508    0.0218
      4.00    0.6608    0.0219
      4.10    0.6707    0.0220
      4.20    0.6805    0.0222
      4.30    0.6904    0.0223
      4.40    0.7002    0.0224
      4.50    0.7100    0.0225
      4.60    0.7198    0.0227
      4.70    0.7295    0.0228
      4.80    0.7392    0.0230
      4.90    0.7489    0.0231
      5.00    0.7586    0.0232
      5.10    0.7683    0.0234
      5.20    0.7779    0.0235
      5.30    0.7874    0.0237
      5.40    0.7970    0.0238
      5.50    0.8065    0.0240
      5.60    0.8159    0.0242
      5.70    0.8253    0.0243
      5.80    0.8347    0.0245
      5.90    0.8441    0.0247
      6.00    0.8534    0.0248
      6.10    0.8626    0.0250
      6.20    0.8718    0.0252
      6.30    0.8810    0.0254
      6.40    0.8901    0.0256
      6.50    0.8992    0.0258
      6.60    0.9082    0.0260
      6.70    0.9171    0.0262
      6.80    0.9260    0.0264
      6.90    0.9349    0.0266
      7.00    0.9437    0.0268
      7.10    0.9524    0.0270
      7.20    0.9610    0.0272
      7.30    0.9696    0.0275
      7.40    0.9782    0.0277
      7.50    0.9866    0.0279
      7.60    0.9949    0.0282
      7.70    1.0032    0.0284
      7.80    1.0114    0.0287
      7.90    1.0195    0.0290
      8.00    1.0274    0.0292
      8.10    1.0353    0.0295
      8.20    1.0431    0.0298
      8.30    1.0508    0.0301
      8.40    1.0583    0.0304
      8.50    1.0657    0.0307
      8.60    1.0730    0.0310
      8.70    1.0802    0.0313
      8.80    1.0873    0.0317
      8.90    1.0942    0.0320
      9.00    1.1010    0.0324
      9.10    1.1075    0.0327
      9.20    1.1139    0.0331
      9.30    1.1200    0.0335
      9.40    1.1258    0.0339
      9.50    1.1313    0.0343
      9.60    1.1367    0.0347
      9.70    1.1419    0.0352
      9.80    1.1471    0.0357
      9.90    1.1521    0.0362
     10.00    1.1570    0.0367
     10.10    1.1619    0.0373
     10.20    1.1667    0.0379
     10.30    1.1716    0.0385
     10.40    1.1769    0.0392
     10.50    1.1826    0.0399
     10.60    1.1890    0.0407
     10.70    1.1966    0.0417
     10.80    1.2058    0.0429
     10.90    1.2156    0.0443
     11.00    1.2251    0.0460
     11.10    1.2317    0.0479
     11.20    1.2358    0.0499
     11.30    1.2367    0.0518
     11.40    1.2357    0.0537
     11.50    1.2327    0.0555
     11.60    1.2277    0.0573
     11.70    1.2215    0.0592
     11.80    1.2143    0.0610
     11.90    1.2062    0.0629
     12.00    1.1970    0.0649
     12.10    1.1869    0.0669
     12.20    1.1760    0.0691
     12.30    1.1641    0.0714
     12.40    1.1514    0.0738
     12.50    1.1376    0.0766
     12.60    1.1226    0.0795
     12.70    1.1061    0.0828
     12.80    1.0881    0.0866
     12.90    1.0679    0.0911
     13.00    1.0448    0.0966
     13.10    1.0188    0.1034
     13.20    0.9920    0.1111
     13.30    0.9702    0.1185
     13.40    0.9551    0.1245
     13.50    0.9443    0.1293
     13.60    0.9360    0.1334
     13.70    0.9293    0.1372
     13.80    0.9240    0.1406
     13.90    0.9196    0.1438
     14.00    0.9159    0.1469
     14.10    0.9129    0.1497
     14.20    0.9105    0.1523
     14.30    0.9085    0.1549
     14.40    0.9069    0.1574
     14.50    0.9055    0.1599
     14.60    0.9042    0.1623
     14.70    0.9031    0.1647
     14.80    0.9023    0.1671
     14.90    0.9017    0.1694
     15.00    0.9013    0.1717
     15.10    0.9011    0.1740
     15.20    0.9011    0.1762
     15.30    0.9012    0.1785
     15.40    0.9012    0.1807
     15.50    0.9014    0.1829
     15.60    0.9016    0.1850
     15.70    0.9019    0.1872
     15.80    0.9021    0.1893
     15.90    0.9025    0.1915
     16.00    0.9029    0.1936
     16.10    0.9033    0.1958
     16.20    0.9039    0.1979
     16.30    0.9045    0.2001
     16.40    0.9051    0.2022
     16.50    0.9058    0.2044
     16.60    0.9065    0.2065
     16.70    0.9073    0.2087
     16.80    0.9081    0.2109
     16.90    0.9089    0.2131
     17.00    0.9098    0.2152
     17.10    0.9107    0.2174
     17.20    0.9116    0.2196
     17.30    0.9126    0.2217
     17.40    0.9136    0.2239
     17.50    0.9146    0.2261
     17.60    0.9156    0.2282
     17.70    0.9167    0.2304
     17.80    0.9178    0.2325
     17.90    0.9189    0.2347
     18.00    0.9200    0.2368
     18.10    0.9211    0.2389
     18.20    0.9222    0.2411
     18.30    0.9233    0.2432
     18.40    0.9243    0.2454
     18.50    0.9254    0.2475
     18.60    0.9265    0.2496
     18.70    0.9275    0.2518
     18.80    0.9286    0.2539
     18.90    0.9296    0.2560
     19.00    0.9306    0.2582
     19.10    0.9315    0.2603
     19.20    0.9325    0.2624
     19.30    0.9334    0.2645
     19.40    0.9342    0.2667
     19.50    0.9350    0.2688
     19.60    0.9358    0.2709
     19.70    0.9365    0.2730
     19.80    0.9371    0.2751
     19.90    0.9377    0.2773
     20.00    0.9383    0.2794
