AeroDyn airfoil file Created with QBlade v0.963 64bit on 16.02.2021 at 08:50:33 Compatible with AeroDyn v13.0.
Polar "T1_Re0.010_M0.00_N9.0" on Foil "SD8040 (10%)" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
19.60          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.22          Angle of attack for zero Cn for linear Cn curve (deg)
4.12569        Cn slope for zero lift for linear Cn curve (1/rad)
-0.2597        Cn at stall value for positive angle of attack for linear Cn curve
-0.2736        Cn at stall value for negative angle of attack for linear Cn curve
-1.50          Angle of attack for minimum CD (deg)
0.0377         Minimum CD value
     -8.00   -0.1665    0.0940
     -7.90   -0.1800    0.0950
     -7.80   -0.1969    0.0968
     -7.70   -0.2008    0.0960
     -7.60   -0.2093    0.0964
     -7.50   -0.2168    0.0963
     -7.40   -0.2243    0.0965
     -7.30   -0.2252    0.0955
     -7.20   -0.2406    0.0968
     -7.10   -0.2373    0.0952
     -7.00   -0.2363    0.0940
     -6.90   -0.2433    0.0938
     -6.80   -0.2641    0.0960
     -6.70   -0.2506    0.0928
     -6.60   -0.2466    0.0912
     -6.50   -0.2462    0.0900
     -6.40   -0.2487    0.0892
     -6.30   -0.2553    0.0888
     -6.20   -0.2721    0.0899
     -6.10   -0.2687    0.0884
     -6.00   -0.2636    0.0867
     -5.90   -0.2601    0.0852
     -5.80   -0.2577    0.0838
     -5.70   -0.2560    0.0825
     -5.60   -0.2548    0.0813
     -5.50   -0.2543    0.0802
     -5.40   -0.2546    0.0791
     -5.30   -0.2560    0.0782
     -5.20   -0.2585    0.0774
     -5.10   -0.2619    0.0767
     -5.00   -0.2658    0.0759
     -4.80   -0.2000    0.0692
     -4.70   -0.1994    0.0681
     -4.60   -0.1998    0.0671
     -4.50   -0.2015    0.0662
     -4.40   -0.2045    0.0654
     -4.10   -0.0023    0.0481
     -4.00   -0.0024    0.0472
     -3.90   -0.0029    0.0464
     -3.80   -0.0038    0.0455
     -3.70   -0.0051    0.0447
     -3.60   -0.0069    0.0439
     -3.50   -0.0091    0.0431
     -3.40   -0.0117    0.0423
     -3.30   -0.0144    0.0416
     -3.20   -0.0172    0.0410
     -3.10   -0.0196    0.0403
     -3.00   -0.0215    0.0398
     -2.90   -0.0225    0.0394
     -2.80   -0.0224    0.0390
     -2.70   -0.0209    0.0387
     -2.60   -0.0182    0.0385
     -2.50   -0.0145    0.0383
     -2.40   -0.0099    0.0382
     -2.30   -0.0046    0.0380
     -2.20    0.0012    0.0379
     -2.10    0.0075    0.0379
     -2.00    0.0141    0.0378
     -1.90    0.0211    0.0378
     -1.80    0.0284    0.0377
     -1.70    0.0359    0.0377
     -1.60    0.0436    0.0377
     -1.50    0.0514    0.0377
     -1.40    0.0594    0.0377
     -1.30    0.0675    0.0377
     -1.20    0.0757    0.0377
     -1.10    0.0839    0.0377
     -1.00    0.0923    0.0378
     -0.90    0.1006    0.0378
     -0.80    0.1090    0.0378
     -0.70    0.1175    0.0379
     -0.60    0.1260    0.0379
     -0.50    0.1345    0.0380
     -0.40    0.1431    0.0381
     -0.30    0.1517    0.0381
     -0.20    0.1603    0.0382
     -0.10    0.1690    0.0383
      0.00    0.1777    0.0384
      0.10    0.1864    0.0384
      0.20    0.1951    0.0385
      0.30    0.2038    0.0386
      0.40    0.2125    0.0387
      0.50    0.2212    0.0388
      0.60    0.2299    0.0389
      0.70    0.2385    0.0390
      0.80    0.2472    0.0392
      0.90    0.2559    0.0393
      1.00    0.2646    0.0394
      1.10    0.2733    0.0395
      1.20    0.2819    0.0397
      1.30    0.2906    0.0398
      1.40    0.2992    0.0400
      1.50    0.3078    0.0401
      1.60    0.3165    0.0403
      1.70    0.3251    0.0404
      1.80    0.3337    0.0406
      1.90    0.3422    0.0407
      2.00    0.3506    0.0409
      2.10    0.3591    0.0411
      2.20    0.3675    0.0413
      2.30    0.3759    0.0415
      2.40    0.3842    0.0417
      2.50    0.3926    0.0419
      2.60    0.4009    0.0421
      2.70    0.4092    0.0423
      2.80    0.4174    0.0425
      2.90    0.4256    0.0427
      3.00    0.4338    0.0430
      3.10    0.4420    0.0432
      3.20    0.4501    0.0434
      3.30    0.4581    0.0437
      3.40    0.4660    0.0439
      3.50    0.4739    0.0442
      3.60    0.4817    0.0444
      3.70    0.4895    0.0447
      3.80    0.4972    0.0450
      3.90    0.5048    0.0453
      4.00    0.5124    0.0456
      4.10    0.5199    0.0459
      4.20    0.5273    0.0462
      4.30    0.5346    0.0465
      4.40    0.5419    0.0468
      4.50    0.5491    0.0472
      4.60    0.5561    0.0475
      4.70    0.5632    0.0478
      4.80    0.5701    0.0482
      4.90    0.5768    0.0486
      5.00    0.5834    0.0490
      5.10    0.5900    0.0494
      5.20    0.5965    0.0498
      5.30    0.6029    0.0502
      5.40    0.6093    0.0506
      5.50    0.6156    0.0511
      5.60    0.6218    0.0515
      5.70    0.6279    0.0520
      5.80    0.6341    0.0525
      5.90    0.6401    0.0530
      6.00    0.6461    0.0535
      6.10    0.6520    0.0540
      6.20    0.6577    0.0546
      6.30    0.6633    0.0552
      6.40    0.6687    0.0558
      6.50    0.6739    0.0564
      6.60    0.6791    0.0570
      6.70    0.6842    0.0577
      6.80    0.6891    0.0584
      6.90    0.6939    0.0591
      7.00    0.6985    0.0598
      7.10    0.7030    0.0606
      7.20    0.7074    0.0613
      7.30    0.7116    0.0622
      7.40    0.7156    0.0630
      7.50    0.7195    0.0639
      7.60    0.7230    0.0648
      7.70    0.7263    0.0657
      7.80    0.7293    0.0667
      7.90    0.7322    0.0678
      8.00    0.7348    0.0689
      8.10    0.7373    0.0700
      8.20    0.7394    0.0712
      8.30    0.7414    0.0724
      8.40    0.7432    0.0737
      8.50    0.7448    0.0750
      8.60    0.7464    0.0764
      8.70    0.7480    0.0777
      8.80    0.7495    0.0791
      8.90    0.7507    0.0806
      9.00    0.7519    0.0820
      9.10    0.7531    0.0834
      9.20    0.7543    0.0849
      9.30    0.7554    0.0863
      9.40    0.7566    0.0878
      9.50    0.7578    0.0892
      9.60    0.7590    0.0907
      9.70    0.7603    0.0921
      9.80    0.7617    0.0935
      9.90    0.7630    0.0950
     10.00    0.7644    0.0964
