AeroDyn airfoil file Created with QBlade v0.963 64bit on 16.02.2021 at 08:50:33 Compatible with AeroDyn v13.0.
Polar "T1_Re0.010_M0.00_N9.0" on Foil "SD8040 (10%)" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
19.60          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.22          Angle of attack for zero Cn for linear Cn curve (deg)
4.12569        Cn slope for zero lift for linear Cn curve (1/rad)
-0.2597        Cn at stall value for positive angle of attack for linear Cn curve
-0.2736        Cn at stall value for negative angle of attack for linear Cn curve
-1.50          Angle of attack for minimum CD (deg)
0.0377         Minimum CD value
     10.10    0.7658    0.0978
     10.20    0.7672    0.0992
     10.30    0.7687    0.1006
     10.40    0.7703    0.1020
     10.50    0.7720    0.1034
     10.60    0.7736    0.1048
     10.70    0.7754    0.1062
     10.80    0.7772    0.1076
     10.90    0.7790    0.1090
     11.00    0.7809    0.1104
     11.10    0.7828    0.1118
     11.20    0.7847    0.1132
     11.30    0.7866    0.1145
     11.40    0.7885    0.1160
     11.50    0.7904    0.1174
     11.60    0.7923    0.1188
     11.70    0.7942    0.1202
     11.80    0.7962    0.1216
     11.90    0.7981    0.1232
     12.00    0.8000    0.1247
     12.10    0.8019    0.1262
     12.20    0.8038    0.1277
     12.30    0.8058    0.1292
     12.40    0.8077    0.1308
     12.50    0.8096    0.1323
     12.60    0.8116    0.1339
     12.70    0.8135    0.1355
     12.80    0.8154    0.1371
     12.90    0.8173    0.1387
     13.00    0.8192    0.1403
     13.10    0.8211    0.1420
     13.20    0.8229    0.1436
     13.30    0.8248    0.1453
     13.40    0.8267    0.1470
     13.50    0.8285    0.1487
     13.60    0.8303    0.1504
     13.70    0.8322    0.1522
     13.80    0.8340    0.1539
     13.90    0.8358    0.1557
     14.00    0.8376    0.1574
     14.10    0.8394    0.1592
     14.20    0.8412    0.1610
     14.30    0.8430    0.1629
     14.40    0.8448    0.1647
     14.50    0.8466    0.1665
     14.60    0.8484    0.1684
     14.70    0.8502    0.1703
     14.80    0.8520    0.1722
     14.90    0.8537    0.1741
     15.00    0.8554    0.1760
     15.10    0.8571    0.1780
     15.20    0.8588    0.1800
     15.30    0.8605    0.1819
     15.40    0.8622    0.1839
     15.50    0.8638    0.1859
     15.60    0.8655    0.1879
     15.70    0.8671    0.1899
     15.80    0.8687    0.1919
     15.90    0.8703    0.1940
     16.00    0.8718    0.1960
     16.10    0.8733    0.1981
     16.20    0.8748    0.2001
     16.30    0.8763    0.2022
     16.40    0.8777    0.2042
     16.50    0.8791    0.2063
     16.60    0.8804    0.2084
     16.70    0.8816    0.2104
     16.80    0.8829    0.2125
     16.90    0.8841    0.2146
     17.00    0.8853    0.2166
     17.10    0.8865    0.2187
     17.20    0.8877    0.2208
     17.30    0.8888    0.2229
     17.40    0.8899    0.2250
     17.50    0.8910    0.2270
     17.60    0.8921    0.2291
     17.70    0.8931    0.2312
     17.80    0.8941    0.2333
     17.90    0.8951    0.2354
     18.00    0.8960    0.2374
     18.10    0.8969    0.2395
     18.20    0.8978    0.2416
     18.30    0.8986    0.2437
     18.40    0.8994    0.2457
     18.50    0.9001    0.2478
     18.60    0.9008    0.2499
     18.70    0.9015    0.2519
     18.80    0.9021    0.2540
     18.90    0.9026    0.2561
     19.00    0.9031    0.2581
     19.10    0.9035    0.2602
     19.20    0.9039    0.2622
     19.30    0.9041    0.2642
     19.40    0.9043    0.2662
     19.50    0.9045    0.2682
     19.60    0.9045    0.2702
     19.70    0.9045    0.2722
     19.80    0.9043    0.2742
     19.90    0.9041    0.2761
     20.00    0.9037    0.2781
